id_integration,id_etudiant,qualite_relation_camarades,niveau_integration_sociale,isolement_social,victime_harcelement,type_harcelement,pair_ayant_decroche_avant,qualite_relation_enseignants,beneficie_soutien_camarades,beneficie_soutien_enseignants,participation_activites_campus
1031,1031,Très mauvaise,Très faible,0,0,Aucun,0,Bonne,1,0,Rarement
1032,1032,Très mauvaise,Faible,1,0,Aucun,1,Très bonne,1,0,Jamais
1033,1033,Très bonne,Élevé,1,0,Aucun,0,Neutre,0,0,Parfois
1034,1034,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Rarement
1035,1035,Très mauvaise,Élevé,0,0,Aucun,1,Bonne,1,1,Jamais
1036,1036,Très mauvaise,Faible,1,0,Aucun,1,Très mauvaise,1,0,Jamais
1037,1037,Bonne,Faible,0,0,Verbal,0,Mauvaise,0,0,Rarement
1038,1038,Neutre,Élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
1039,1039,Très bonne,Très faible,0,0,Aucun,1,Mauvaise,0,0,Parfois
1040,1040,Neutre,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
1041,1041,Très bonne,Faible,0,1,Aucun,0,Bonne,0,1,Souvent
1042,1042,Très bonne,Élevé,0,0,Aucun,0,Bonne,0,1,Parfois
1043,1043,Neutre,Très élevé,0,0,Aucun,0,Neutre,0,1,Rarement
1044,1044,Mauvaise,Très élevé,0,0,Aucun,0,Bonne,1,0,Parfois
1045,1045,Très mauvaise,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
1046,1046,Bonne,Très élevé,0,0,Aucun,1,Bonne,0,0,Souvent
1047,1047,Neutre,Très élevé,0,0,Aucun,0,Très bonne,0,0,Parfois
1048,1048,Très bonne,Très élevé,0,0,Aucun,1,Neutre,1,0,Parfois
1049,1049,Bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Parfois
1050,1050,Mauvaise,Très élevé,1,0,Aucun,1,Neutre,1,0,Rarement
1051,1051,Bonne,Faible,0,0,Aucun,0,Très bonne,0,1,Parfois
1052,1052,Mauvaise,Faible,1,0,Aucun,0,Neutre,1,1,Rarement
1053,1053,Très bonne,Élevé,0,0,Aucun,0,Très bonne,0,1,Parfois
1054,1054,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Rarement
1055,1055,Neutre,Moyen,0,0,Aucun,0,Très bonne,1,1,Parfois
1056,1056,Bonne,Élevé,1,0,Aucun,0,Bonne,1,0,Rarement
1057,1057,Mauvaise,Élevé,0,0,Aucun,0,Très mauvaise,0,0,Jamais
1058,1058,Neutre,Moyen,0,0,Aucun,1,Bonne,1,1,Souvent
1059,1059,Bonne,Très faible,0,0,Aucun,0,Neutre,1,0,Rarement
1060,1060,Mauvaise,Faible,0,0,Aucun,1,Bonne,0,0,Rarement
1061,1061,Bonne,Faible,1,0,Aucun,1,Bonne,0,0,Rarement
1062,1062,Très mauvaise,Faible,0,0,Aucun,0,Mauvaise,0,0,Parfois
1063,1063,Très bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Rarement
1064,1064,Bonne,Très faible,0,1,Moral,1,Mauvaise,1,0,Jamais
1065,1065,Bonne,Moyen,0,0,Aucun,1,Mauvaise,0,0,Parfois
1066,1066,Très bonne,Très faible,0,0,Aucun,0,Très bonne,1,1,Souvent
1067,1067,Bonne,Moyen,0,0,Aucun,1,Neutre,0,0,Rarement
1068,1068,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Rarement
1069,1069,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Jamais
1070,1070,Très mauvaise,Élevé,0,0,Aucun,0,Bonne,1,1,Souvent
1071,1071,Neutre,Faible,0,0,Aucun,0,Très bonne,1,0,Parfois
1072,1072,Très bonne,Très élevé,1,0,Aucun,0,Très bonne,0,1,Rarement
1073,1073,Neutre,Très faible,0,0,Aucun,0,Très mauvaise,0,0,Rarement
1074,1074,Bonne,Faible,0,0,Aucun,0,Bonne,1,0,Souvent
1075,1075,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Rarement
1076,1076,Bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Souvent
1077,1077,Neutre,Moyen,0,0,Aucun,1,Très mauvaise,0,1,Rarement
1078,1078,Très bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Parfois
1079,1079,Neutre,Très élevé,1,0,Aucun,0,Bonne,1,0,Jamais
1080,1080,Neutre,Faible,0,0,Aucun,0,Bonne,0,1,Jamais
1081,1081,Neutre,Faible,0,0,Aucun,0,Bonne,0,1,Parfois
1082,1082,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,1,Rarement
1083,1083,Bonne,Faible,0,0,Aucun,1,Très bonne,0,1,Souvent
1084,1084,Bonne,Élevé,1,0,Aucun,1,Neutre,1,0,Rarement
1085,1085,Neutre,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
1086,1086,Bonne,Élevé,0,0,Cyberharcèlement,1,Très bonne,0,0,Rarement
1087,1087,Mauvaise,Faible,0,0,Aucun,0,Mauvaise,0,0,Parfois
1088,1088,Mauvaise,Très élevé,0,0,Aucun,0,Mauvaise,1,0,Rarement
1089,1089,Bonne,Élevé,0,1,Aucun,1,Neutre,0,0,Rarement
1090,1090,Très bonne,Très élevé,0,0,Aucun,0,Bonne,0,1,Parfois
1091,1091,Très bonne,Très faible,0,0,Aucun,0,Mauvaise,1,0,Souvent
1092,1092,Neutre,Très faible,1,0,Aucun,0,Très bonne,1,1,Rarement
1093,1093,Mauvaise,Faible,0,0,Aucun,0,Mauvaise,0,1,Jamais
1094,1094,Bonne,Faible,0,1,Aucun,0,Neutre,1,0,Souvent
1095,1095,Très bonne,Faible,0,0,Aucun,0,Mauvaise,0,0,Rarement
1096,1096,Bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Parfois
1097,1097,Neutre,Très élevé,0,0,Aucun,0,Très bonne,0,1,Souvent
1098,1098,Mauvaise,Très élevé,0,0,Aucun,0,Bonne,0,0,Parfois
1099,1099,Neutre,Faible,1,0,Aucun,1,Neutre,0,0,Souvent
1100,1100,Bonne,Très élevé,0,0,Cyberharcèlement,1,Bonne,1,1,Parfois
1101,1101,Neutre,Élevé,0,0,Aucun,0,Neutre,0,1,Jamais
1102,1102,Bonne,Très faible,0,0,Aucun,0,Mauvaise,0,0,Jamais
1103,1103,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Jamais
1104,1104,Neutre,Moyen,0,0,Aucun,0,Bonne,0,0,Parfois
1105,1105,Très mauvaise,Très faible,0,0,Aucun,0,Très bonne,1,1,Parfois
1106,1106,Très bonne,Élevé,0,0,Aucun,1,Bonne,1,1,Souvent
1107,1107,Très bonne,Très élevé,0,0,Aucun,1,Neutre,0,1,Jamais
1108,1108,Bonne,Très faible,0,0,Aucun,1,Très bonne,0,0,Jamais
1109,1109,Bonne,Élevé,1,0,Moral,0,Bonne,1,0,Jamais
1110,1110,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Jamais
1111,1111,Bonne,Moyen,0,0,Aucun,0,Bonne,0,1,Parfois
1112,1112,Très bonne,Très élevé,0,0,Aucun,1,Neutre,0,0,Souvent
1113,1113,Bonne,Très faible,0,0,Aucun,0,Bonne,1,0,Souvent
1114,1114,Bonne,Élevé,0,0,Aucun,0,Neutre,1,1,Parfois
1115,1115,Neutre,Élevé,0,0,Aucun,0,Neutre,0,1,Parfois
1116,1116,Bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Rarement
1117,1117,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Souvent
1118,1118,Bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Jamais
1119,1119,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Jamais
1120,1120,Mauvaise,Élevé,0,0,Aucun,0,Très mauvaise,1,1,Rarement
1121,1121,Très bonne,Moyen,0,0,Aucun,1,Mauvaise,1,0,Parfois
1122,1122,Bonne,Très élevé,0,0,Aucun,1,Bonne,1,0,Parfois
1123,1123,Mauvaise,Moyen,0,0,Moral,1,Mauvaise,0,0,Souvent
1124,1124,Très bonne,Très faible,0,0,Aucun,0,Bonne,1,1,Souvent
1125,1125,Bonne,Faible,0,0,Aucun,0,Mauvaise,1,0,Parfois
1126,1126,Neutre,Faible,0,0,Aucun,0,Très bonne,0,1,Parfois
1127,1127,Neutre,Élevé,0,1,Aucun,0,Bonne,1,0,Souvent
1128,1128,Neutre,Moyen,0,0,Aucun,1,Bonne,0,1,Parfois
1129,1129,Neutre,Moyen,0,1,Aucun,0,Mauvaise,1,1,Parfois
1130,1130,Mauvaise,Moyen,0,0,Aucun,1,Neutre,0,0,Parfois
1131,1131,Bonne,Très élevé,0,0,Aucun,1,Bonne,0,1,Rarement
1132,1132,Neutre,Moyen,0,0,Aucun,0,Bonne,1,0,Jamais
1133,1133,Bonne,Élevé,0,0,Moral,0,Très bonne,0,0,Jamais
1134,1134,Neutre,Très faible,0,0,Aucun,1,Très bonne,1,0,Parfois
1135,1135,Bonne,Très élevé,0,0,Aucun,1,Bonne,0,0,Souvent
1136,1136,Très bonne,Moyen,0,0,Aucun,0,Neutre,0,0,Jamais
1137,1137,Très bonne,Très élevé,1,0,Aucun,0,Neutre,1,1,Rarement
1138,1138,Neutre,Élevé,0,0,Aucun,1,Bonne,0,1,Parfois
1139,1139,Mauvaise,Très faible,0,0,Aucun,1,Très bonne,1,1,Rarement
1140,1140,Très bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Souvent
1141,1141,Bonne,Très élevé,0,0,Aucun,0,Très mauvaise,0,0,Parfois
1142,1142,Très mauvaise,Faible,0,0,Aucun,0,Très mauvaise,0,1,Souvent
1143,1143,Bonne,Faible,0,0,Aucun,1,Bonne,1,0,Rarement
1144,1144,Neutre,Très élevé,0,0,Aucun,1,Bonne,0,1,Parfois
1145,1145,Neutre,Très élevé,0,0,Aucun,1,Bonne,1,0,Rarement
1146,1146,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Souvent
1147,1147,Neutre,Élevé,0,0,Moral,1,Neutre,1,0,Rarement
1148,1148,Neutre,Élevé,0,0,Aucun,0,Bonne,0,1,Parfois
1149,1149,Très bonne,Faible,0,0,Aucun,0,Bonne,1,1,Rarement
1150,1150,Bonne,Moyen,0,1,Moral,0,Neutre,0,1,Souvent
1151,1151,Bonne,Moyen,0,0,Aucun,1,Bonne,1,1,Jamais
1152,1152,Bonne,Moyen,0,0,Aucun,0,Mauvaise,1,0,Souvent
1153,1153,Neutre,Moyen,0,0,Aucun,0,Neutre,0,1,Souvent
1154,1154,Très bonne,Très élevé,1,0,Aucun,0,Bonne,1,0,Rarement
1155,1155,Neutre,Très faible,0,0,Aucun,0,Mauvaise,1,1,Rarement
1156,1156,Neutre,Élevé,0,0,Aucun,0,Très bonne,0,0,Rarement
1157,1157,Très bonne,Élevé,0,0,Aucun,1,Très bonne,0,1,Rarement
1158,1158,Très bonne,Moyen,0,0,Aucun,0,Très bonne,1,1,Parfois
1159,1159,Bonne,Moyen,0,0,Aucun,1,Très bonne,0,0,Souvent
1160,1160,Bonne,Élevé,0,0,Aucun,0,Bonne,0,0,Rarement
1161,1161,Neutre,Élevé,0,0,Aucun,0,Bonne,0,1,Souvent
1162,1162,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Parfois
1163,1163,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,1,Jamais
1164,1164,Bonne,Faible,1,1,Aucun,0,Très bonne,0,1,Parfois
1165,1165,Bonne,Moyen,0,0,Aucun,0,Mauvaise,1,1,Souvent
1166,1166,Très bonne,Élevé,0,0,Aucun,1,Très bonne,0,1,Jamais
1167,1167,Bonne,Élevé,0,0,Aucun,0,Mauvaise,1,0,Souvent
1168,1168,Bonne,Élevé,0,0,Aucun,0,Bonne,0,0,Jamais
1169,1169,Mauvaise,Élevé,0,0,Aucun,0,Bonne,0,0,Souvent
1170,1170,Très bonne,Très élevé,0,0,Aucun,0,Bonne,0,0,Parfois
1171,1171,Bonne,Faible,0,0,Aucun,0,Neutre,0,1,Rarement
1172,1172,Très bonne,Très élevé,0,0,Cyberharcèlement,0,Mauvaise,1,1,Rarement
1173,1173,Bonne,Moyen,1,0,Aucun,0,Neutre,1,0,Jamais
1174,1174,Bonne,Élevé,0,0,Aucun,0,Mauvaise,0,0,Souvent
1175,1175,Mauvaise,Moyen,0,0,Aucun,1,Bonne,0,1,Souvent
1176,1176,Bonne,Moyen,0,0,Aucun,1,Bonne,1,1,Rarement
1177,1177,Mauvaise,Moyen,0,0,Aucun,0,Bonne,1,1,Parfois
1178,1178,Bonne,Moyen,1,0,Aucun,0,Très mauvaise,0,0,Jamais
1179,1179,Très bonne,Très faible,0,0,Aucun,0,Neutre,0,1,Parfois
1180,1180,Neutre,Très élevé,0,0,Aucun,0,Très bonne,0,0,Souvent
1181,1181,Bonne,Élevé,0,1,Aucun,0,Bonne,1,0,Souvent
1182,1182,Mauvaise,Très élevé,0,0,Aucun,0,Mauvaise,0,0,Parfois
1183,1183,Bonne,Faible,1,0,Aucun,0,Neutre,1,0,Souvent
1184,1184,Mauvaise,Moyen,0,0,Aucun,0,Bonne,0,0,Rarement
1185,1185,Très mauvaise,Moyen,0,1,Aucun,0,Neutre,1,0,Rarement
1186,1186,Très bonne,Élevé,1,0,Aucun,0,Très bonne,1,1,Souvent
1187,1187,Bonne,Moyen,0,1,Aucun,0,Mauvaise,0,0,Parfois
1188,1188,Bonne,Élevé,0,0,Aucun,0,Bonne,0,1,Jamais
1189,1189,Neutre,Très faible,0,0,Aucun,0,Neutre,1,1,Souvent
1190,1190,Très bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Rarement
1191,1191,Très bonne,Moyen,0,0,Aucun,1,Neutre,0,0,Parfois
1192,1192,Très bonne,Moyen,0,0,Aucun,0,Très mauvaise,1,0,Parfois
1193,1193,Neutre,Très élevé,0,0,Aucun,0,Bonne,0,1,Rarement
1194,1194,Bonne,Élevé,0,0,Aucun,0,Très bonne,0,0,Parfois
1195,1195,Neutre,Très élevé,0,0,Aucun,0,Bonne,1,0,Parfois
1196,1196,Bonne,Très élevé,0,0,Aucun,0,Mauvaise,0,0,Jamais
1197,1197,Mauvaise,Moyen,0,0,Cyberharcèlement,1,Mauvaise,1,0,Jamais
1198,1198,Bonne,Moyen,0,0,Aucun,1,Bonne,0,1,Souvent
1199,1199,Bonne,Moyen,1,0,Aucun,0,Bonne,1,1,Jamais
1200,1200,Bonne,Très faible,0,0,Aucun,1,Bonne,0,1,Parfois
1201,1201,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
1202,1202,Très bonne,Très élevé,0,0,Aucun,0,Très bonne,0,0,Rarement
1203,1203,Neutre,Faible,0,0,Aucun,1,Neutre,1,0,Rarement
1204,1204,Bonne,Faible,0,0,Aucun,0,Neutre,0,1,Parfois
1205,1205,Bonne,Élevé,0,0,Aucun,1,Neutre,1,0,Rarement
1206,1206,Mauvaise,Moyen,0,0,Aucun,1,Mauvaise,1,0,Souvent
1207,1207,Très bonne,Très élevé,0,0,Aucun,0,Bonne,1,0,Jamais
1208,1208,Neutre,Faible,0,1,Aucun,1,Neutre,0,1,Rarement
1209,1209,Très bonne,Très faible,0,0,Aucun,1,Neutre,0,1,Parfois
1210,1210,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Rarement
1211,1211,Très bonne,Élevé,0,0,Aucun,0,Neutre,0,0,Souvent
1212,1212,Très bonne,Moyen,0,0,Aucun,1,Très mauvaise,0,0,Souvent
1213,1213,Mauvaise,Très faible,0,0,Aucun,1,Neutre,0,0,Souvent
1214,1214,Très bonne,Très faible,0,0,Aucun,0,Très bonne,1,1,Souvent
1215,1215,Bonne,Très faible,0,0,Aucun,0,Très bonne,1,1,Souvent
1216,1216,Très bonne,Élevé,1,0,Aucun,0,Bonne,0,0,Jamais
1217,1217,Neutre,Moyen,0,0,Aucun,0,Mauvaise,1,0,Jamais
1218,1218,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Rarement
1219,1219,Mauvaise,Très faible,0,0,Aucun,0,Bonne,1,1,Jamais
1220,1220,Bonne,Très élevé,0,0,Aucun,1,Mauvaise,0,0,Souvent
1221,1221,Neutre,Moyen,0,0,Aucun,0,Neutre,0,1,Souvent
1222,1222,Très bonne,Moyen,0,0,Aucun,0,Très bonne,1,0,Souvent
1223,1223,Bonne,Moyen,0,1,Moral,1,Bonne,0,1,Rarement
1224,1224,Mauvaise,Moyen,0,0,Aucun,1,Bonne,0,0,Souvent
1225,1225,Neutre,Très élevé,0,0,Aucun,0,Bonne,0,0,Rarement
1226,1226,Très bonne,Faible,0,0,Aucun,1,Mauvaise,0,1,Jamais
1227,1227,Neutre,Faible,0,0,Aucun,0,Bonne,1,0,Souvent
1228,1228,Neutre,Moyen,0,0,Aucun,0,Mauvaise,0,0,Rarement
1229,1229,Très bonne,Moyen,1,0,Aucun,0,Bonne,0,1,Souvent
1230,1230,Bonne,Faible,0,0,Aucun,1,Mauvaise,1,0,Jamais
1231,1231,Bonne,Moyen,0,0,Aucun,0,Très bonne,1,1,Jamais
1232,1232,Mauvaise,Moyen,0,0,Aucun,0,Neutre,0,0,Souvent
1233,1233,Neutre,Moyen,0,0,Aucun,0,Bonne,0,0,Parfois
1234,1234,Neutre,Élevé,0,0,Aucun,0,Très bonne,0,0,Rarement
1235,1235,Neutre,Très faible,0,1,Aucun,1,Très mauvaise,0,1,Rarement
1236,1236,Bonne,Moyen,0,0,Aucun,0,Mauvaise,0,1,Rarement
1237,1237,Neutre,Très élevé,1,0,Aucun,0,Mauvaise,1,0,Rarement
1238,1238,Mauvaise,Moyen,0,0,Aucun,0,Bonne,1,0,Parfois
1239,1239,Très bonne,Élevé,0,0,Aucun,1,Mauvaise,1,1,Jamais
1240,1240,Bonne,Faible,0,0,Aucun,0,Très mauvaise,1,0,Parfois
1241,1241,Mauvaise,Faible,0,0,Aucun,0,Très mauvaise,1,0,Jamais
1242,1242,Bonne,Moyen,0,0,Aucun,1,Neutre,1,0,Parfois
1243,1243,Neutre,Faible,0,0,Aucun,1,Bonne,1,0,Rarement
1244,1244,Bonne,Faible,0,0,Aucun,0,Bonne,0,0,Parfois
1245,1245,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
1246,1246,Bonne,Très élevé,0,0,Aucun,1,Très bonne,1,0,Souvent
1247,1247,Mauvaise,Moyen,1,1,Aucun,0,Très bonne,0,0,Parfois
1248,1248,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
1249,1249,Neutre,Élevé,0,0,Aucun,0,Bonne,1,0,Souvent
1250,1250,Très bonne,Faible,0,0,Aucun,0,Neutre,0,0,Rarement
1251,1251,Neutre,Faible,0,0,Aucun,1,Bonne,1,0,Souvent
1252,1252,Mauvaise,Très élevé,0,0,Aucun,0,Mauvaise,1,0,Jamais
1253,1253,Bonne,Moyen,0,0,Aucun,0,Mauvaise,1,0,Parfois
1254,1254,Très bonne,Moyen,0,0,Aucun,0,Mauvaise,0,1,Souvent
1255,1255,Bonne,Élevé,1,0,Aucun,1,Très mauvaise,0,0,Rarement
1256,1256,Bonne,Moyen,0,1,Aucun,0,Très mauvaise,1,1,Souvent
1257,1257,Bonne,Moyen,0,0,Aucun,1,Très bonne,0,1,Parfois
1258,1258,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Rarement
1259,1259,Bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Jamais
1260,1260,Bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Rarement
1261,1261,Mauvaise,Très faible,0,0,Verbal,0,Neutre,1,1,Parfois
1262,1262,Bonne,Faible,0,0,Aucun,0,Mauvaise,0,0,Jamais
1263,1263,Mauvaise,Très faible,0,0,Aucun,1,Bonne,1,0,Jamais
1264,1264,Très mauvaise,Moyen,0,0,Aucun,0,Neutre,0,0,Rarement
1265,1265,Neutre,Faible,0,0,Aucun,1,Neutre,1,0,Jamais
1266,1266,Neutre,Moyen,0,0,Aucun,0,Bonne,0,1,Parfois
1267,1267,Neutre,Moyen,0,1,Aucun,0,Neutre,1,1,Rarement
1268,1268,Neutre,Moyen,0,0,Aucun,0,Bonne,1,0,Rarement
1269,1269,Bonne,Très faible,0,0,Aucun,0,Bonne,1,0,Parfois
1270,1270,Neutre,Élevé,0,0,Aucun,1,Bonne,1,0,Jamais
1271,1271,Neutre,Moyen,0,1,Aucun,1,Neutre,1,0,Jamais
1272,1272,Très bonne,Moyen,0,0,Aucun,0,Neutre,1,1,Jamais
1273,1273,Très mauvaise,Très faible,0,0,Aucun,0,Très mauvaise,1,1,Souvent
1274,1274,Neutre,Faible,0,0,Aucun,1,Bonne,1,0,Souvent
1275,1275,Mauvaise,Faible,1,0,Aucun,0,Bonne,1,1,Parfois
1276,1276,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,1,Souvent
1277,1277,Neutre,Moyen,0,0,Cyberharcèlement,0,Neutre,0,0,Rarement
1278,1278,Très bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
1279,1279,Très bonne,Faible,0,0,Aucun,1,Neutre,1,0,Rarement
1280,1280,Neutre,Élevé,0,0,Aucun,1,Neutre,0,1,Parfois
1281,1281,Mauvaise,Élevé,0,0,Aucun,0,Bonne,0,0,Rarement
1282,1282,Bonne,Faible,0,0,Aucun,1,Très bonne,1,1,Jamais
1283,1283,Mauvaise,Élevé,0,0,Aucun,0,Bonne,1,1,Parfois
1284,1284,Très bonne,Très élevé,0,0,Aucun,0,Neutre,1,0,Souvent
1285,1285,Bonne,Moyen,1,0,Cyberharcèlement,1,Neutre,1,0,Jamais
1286,1286,Très mauvaise,Faible,0,0,Aucun,0,Bonne,1,1,Rarement
1287,1287,Neutre,Moyen,0,0,Aucun,1,Très mauvaise,1,1,Rarement
1288,1288,Mauvaise,Faible,0,0,Aucun,1,Bonne,0,0,Rarement
1289,1289,Très bonne,Très faible,0,0,Aucun,1,Bonne,1,0,Parfois
1290,1290,Bonne,Très élevé,0,0,Aucun,1,Bonne,1,1,Parfois
1291,1291,Neutre,Très faible,0,0,Aucun,0,Bonne,1,0,Souvent
1292,1292,Neutre,Très faible,0,0,Aucun,1,Bonne,0,1,Souvent
1293,1293,Neutre,Élevé,0,0,Aucun,0,Bonne,0,1,Rarement
1294,1294,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,1,Parfois
1295,1295,Bonne,Faible,1,0,Aucun,0,Mauvaise,1,1,Rarement
1296,1296,Neutre,Élevé,1,0,Aucun,0,Neutre,1,0,Rarement
1297,1297,Mauvaise,Élevé,0,0,Aucun,0,Bonne,0,0,Souvent
1298,1298,Bonne,Élevé,0,0,Aucun,1,Neutre,1,0,Jamais
1299,1299,Très mauvaise,Moyen,0,0,Aucun,0,Bonne,1,0,Jamais
1300,1300,Neutre,Moyen,0,0,Aucun,1,Neutre,1,0,Parfois
1301,1301,Neutre,Très élevé,0,0,Aucun,1,Bonne,0,1,Rarement
1302,1302,Neutre,Élevé,0,0,Aucun,1,Bonne,0,1,Jamais
1303,1303,Bonne,Moyen,0,0,Aucun,0,Bonne,1,1,Jamais
1304,1304,Bonne,Moyen,0,0,Verbal,1,Très bonne,0,0,Rarement
1305,1305,Très bonne,Faible,0,0,Aucun,0,Neutre,1,1,Rarement
1306,1306,Bonne,Élevé,0,0,Aucun,0,Mauvaise,1,0,Rarement
1307,1307,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Parfois
1308,1308,Bonne,Faible,0,0,Aucun,0,Mauvaise,0,0,Rarement
1309,1309,Bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Parfois
1310,1310,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Rarement
1311,1311,Très bonne,Élevé,1,0,Aucun,0,Bonne,1,0,Parfois
1312,1312,Neutre,Moyen,0,0,Aucun,0,Bonne,1,0,Jamais
1313,1313,Neutre,Très faible,0,0,Aucun,0,Bonne,0,1,Souvent
1314,1314,Très bonne,Très faible,0,0,Aucun,0,Mauvaise,1,1,Parfois
1315,1315,Neutre,Moyen,1,0,Aucun,0,Très mauvaise,1,1,Rarement
1316,1316,Neutre,Moyen,0,0,Aucun,0,Mauvaise,1,0,Souvent
1317,1317,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Rarement
1318,1318,Très mauvaise,Moyen,0,0,Aucun,0,Bonne,1,1,Jamais
1319,1319,Très bonne,Élevé,1,0,Aucun,0,Bonne,0,0,Souvent
1320,1320,Neutre,Moyen,0,0,Aucun,0,Bonne,1,0,Souvent
1321,1321,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Rarement
1322,1322,Neutre,Très faible,0,0,Aucun,1,Mauvaise,1,0,Rarement
1323,1323,Mauvaise,Faible,0,0,Aucun,1,Mauvaise,1,1,Souvent
1324,1324,Neutre,Faible,0,0,Aucun,0,Mauvaise,0,0,Souvent
1325,1325,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,0,Parfois
1326,1326,Neutre,Élevé,0,0,Aucun,0,Mauvaise,1,0,Parfois
1327,1327,Bonne,Faible,0,1,Aucun,0,Bonne,0,1,Parfois
1328,1328,Neutre,Très faible,0,0,Aucun,0,Bonne,1,0,Jamais
1329,1329,Bonne,Élevé,0,0,Aucun,0,Bonne,0,0,Rarement
1330,1330,Mauvaise,Très élevé,0,0,Aucun,1,Neutre,1,1,Souvent
1331,1331,Bonne,Faible,0,0,Aucun,1,Bonne,0,0,Souvent
1332,1332,Très bonne,Très élevé,0,0,Aucun,1,Neutre,1,1,Rarement
1333,1333,Bonne,Faible,0,0,Aucun,0,Mauvaise,1,0,Parfois
1334,1334,Bonne,Moyen,0,0,Aucun,0,Très bonne,0,1,Souvent
1335,1335,Très bonne,Faible,0,0,Aucun,0,Neutre,1,0,Rarement
1336,1336,Neutre,Moyen,0,0,Aucun,0,Bonne,1,1,Parfois
1337,1337,Bonne,Faible,0,0,Aucun,1,Neutre,1,0,Parfois
1338,1338,Neutre,Moyen,0,0,Aucun,1,Bonne,0,0,Jamais
1339,1339,Bonne,Faible,0,0,Aucun,1,Très bonne,0,0,Parfois
1340,1340,Neutre,Très élevé,0,0,Aucun,0,Neutre,0,0,Souvent
1341,1341,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Souvent
1342,1342,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Souvent
1343,1343,Bonne,Faible,0,0,Aucun,1,Bonne,1,0,Parfois
1344,1344,Bonne,Très faible,0,0,Aucun,0,Bonne,1,0,Parfois
1345,1345,Très bonne,Moyen,0,0,Aucun,0,Mauvaise,1,1,Jamais
1346,1346,Neutre,Très faible,0,0,Aucun,0,Neutre,0,1,Jamais
1347,1347,Très mauvaise,Moyen,0,0,Aucun,0,Très bonne,1,0,Souvent
1348,1348,Très bonne,Élevé,1,0,Aucun,1,Très mauvaise,0,0,Parfois
1349,1349,Mauvaise,Élevé,0,0,Aucun,1,Bonne,0,1,Souvent
1350,1350,Neutre,Très faible,0,0,Moral,0,Très mauvaise,1,0,Parfois
1351,1351,Bonne,Élevé,0,0,Aucun,0,Très bonne,0,1,Jamais
1352,1352,Mauvaise,Moyen,0,0,Aucun,0,Bonne,0,0,Parfois
1353,1353,Mauvaise,Élevé,0,0,Aucun,0,Bonne,0,0,Souvent
1354,1354,Très mauvaise,Très faible,0,0,Aucun,0,Très mauvaise,0,0,Rarement
1355,1355,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Rarement
1356,1356,Mauvaise,Moyen,0,0,Aucun,0,Bonne,0,1,Parfois
1357,1357,Neutre,Faible,0,0,Aucun,0,Neutre,1,0,Souvent
1358,1358,Très bonne,Moyen,1,0,Aucun,0,Bonne,1,1,Souvent
