id_difficulte,id_etudiant,maitrise_metier_etudiant,difficulte_adaptation_methodes,difficulte_taille_groupes,interet_lecture_ecriture,frequence_etude_lecons,attente_veille_examens,participation_examens_semestriels,passé_scolaire_difficile,decrochage_anterieur_sec_prim,difficultes_pedagogiques_specifiques
929,929,Bonne,Modérée,1,Élevé,Régulièrement,1,Tous,0,0,Compréhension des cours
930,930,Bonne,Légère,0,Faible,Régulièrement,0,Quelques-uns,0,0,Aucune
931,931,Bonne,Légère,0,Moyen,Régulièrement,1,La plupart,0,0,Aucune
932,932,Moyenne,Légère,0,Élevé,Parfois,1,Tous,1,0,Organisation du travail
933,933,Moyenne,Sévère,0,Moyen,Rarement,1,La plupart,1,0,Mémorisation
934,934,Bonne,Légère,0,Moyen,Régulièrement,0,Quelques-uns,0,0,Compréhension des cours
935,935,Mauvaise,Légère,1,Faible,Régulièrement,0,La plupart,0,0,Aucune
936,936,Bonne,Aucune,1,Élevé,Intensivement,0,Aucun,1,0,Expression écrite
937,937,Très bonne,Légère,1,Élevé,Intensivement,0,Tous,0,0,Aucune
938,938,Bonne,Aucune,0,Moyen,Rarement,1,Quelques-uns,0,0,Aucune
939,939,Moyenne,Sévère,1,Faible,Régulièrement,0,Quelques-uns,0,0,Expression écrite
940,940,Bonne,Modérée,1,Faible,Jamais,0,Quelques-uns,0,0,Expression écrite
941,941,Très bonne,Modérée,0,Faible,Parfois,1,Tous,0,0,Compréhension des cours
942,942,Bonne,Sévère,0,Élevé,Intensivement,0,La plupart,0,0,Aucune
943,943,Mauvaise,Légère,1,Élevé,Parfois,1,La plupart,0,0,Aucune
944,944,Bonne,Aucune,0,Élevé,Parfois,0,Tous,0,0,Organisation du travail
945,945,Moyenne,Aucune,1,Élevé,Intensivement,0,Tous,1,0,Aucune
946,946,Très bonne,Modérée,0,Élevé,Rarement,1,Aucun,0,0,Aucune
947,947,Mauvaise,Légère,0,Moyen,Intensivement,0,Tous,0,0,Aucune
948,948,Bonne,Légère,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
949,949,Très bonne,Aucune,1,Faible,Régulièrement,0,La plupart,1,1,Aucune
950,950,Très bonne,Sévère,0,Moyen,Parfois,0,Tous,0,0,Aucune
951,951,Très bonne,Modérée,1,Élevé,Parfois,1,La plupart,0,0,Expression écrite
952,952,Très bonne,Sévère,0,Moyen,Rarement,0,Tous,0,0,Expression écrite
953,953,Très bonne,Légère,0,Élevé,Intensivement,0,Tous,1,0,Mémorisation
954,954,Mauvaise,Légère,0,Faible,Parfois,1,La plupart,1,1,Aucune
955,955,Moyenne,Sévère,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
956,956,Mauvaise,Sévère,0,Moyen,Rarement,0,Tous,0,0,Compréhension des cours
957,957,Moyenne,Sévère,0,Moyen,Parfois,0,Tous,0,0,Aucune
958,958,Moyenne,Légère,0,Moyen,Régulièrement,1,Tous,0,0,Compréhension des cours
959,959,Bonne,Légère,0,Faible,Intensivement,0,Tous,0,0,Aucune
960,960,Mauvaise,Légère,0,Faible,Régulièrement,0,Quelques-uns,1,0,Aucune
961,961,Bonne,Aucune,1,Élevé,Intensivement,0,La plupart,0,0,Gestion du stress
962,962,Bonne,Légère,0,Élevé,Régulièrement,0,Tous,1,1,Organisation du travail
963,963,Très mauvaise,Modérée,1,Faible,Parfois,0,Tous,1,0,Expression écrite
964,964,Moyenne,Aucune,1,Moyen,Régulièrement,1,Quelques-uns,0,0,Organisation du travail
965,965,Très bonne,Légère,0,Élevé,Parfois,0,Tous,1,1,Aucune
966,966,Bonne,Aucune,0,Moyen,Intensivement,0,Tous,1,0,Expression écrite
967,967,Bonne,Modérée,1,Moyen,Régulièrement,0,Tous,0,0,Organisation du travail
968,968,Mauvaise,Sévère,1,Moyen,Régulièrement,1,La plupart,0,0,Aucune
969,969,Moyenne,Modérée,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
970,970,Bonne,Légère,1,Élevé,Parfois,1,La plupart,0,0,Aucune
971,971,Moyenne,Légère,0,Moyen,Régulièrement,0,Tous,0,0,Compréhension des cours
972,972,Mauvaise,Sévère,0,Élevé,Régulièrement,0,Tous,1,1,Mémorisation
973,973,Bonne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Expression écrite
974,974,Très bonne,Légère,0,Moyen,Parfois,0,La plupart,1,0,Organisation du travail
975,975,Moyenne,Aucune,0,Faible,Intensivement,0,Tous,0,0,Compréhension des cours
976,976,Bonne,Modérée,1,Moyen,Parfois,0,Tous,1,0,Mémorisation
977,977,Bonne,Sévère,0,Élevé,Parfois,0,Tous,0,0,Organisation du travail
978,978,Bonne,Modérée,1,Moyen,Rarement,1,La plupart,0,0,Aucune
979,979,Moyenne,Légère,0,Élevé,Rarement,1,Tous,1,1,Aucune
980,980,Moyenne,Modérée,0,Moyen,Parfois,1,La plupart,1,0,Aucune
981,981,Bonne,Aucune,1,Moyen,Intensivement,0,Quelques-uns,0,0,Compréhension des cours
982,982,Très bonne,Modérée,1,Élevé,Rarement,1,Tous,0,0,Compréhension des cours
983,983,Bonne,Aucune,1,Moyen,Régulièrement,0,Tous,0,0,Expression écrite
984,984,Très bonne,Modérée,1,Moyen,Parfois,0,La plupart,1,1,Mémorisation
985,985,Moyenne,Modérée,0,Élevé,Jamais,0,Tous,0,0,Compréhension des cours
986,986,Moyenne,Aucune,0,Faible,Régulièrement,0,Tous,0,0,Mémorisation
987,987,Mauvaise,Aucune,0,Moyen,Rarement,1,La plupart,1,1,Expression écrite
988,988,Bonne,Aucune,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
989,989,Bonne,Modérée,0,Moyen,Régulièrement,1,Tous,0,0,Expression écrite
990,990,Très bonne,Légère,1,Élevé,Intensivement,0,Tous,0,0,Expression écrite
991,991,Bonne,Sévère,1,Faible,Régulièrement,0,Tous,0,0,Mémorisation
992,992,Bonne,Aucune,0,Moyen,Régulièrement,0,La plupart,0,0,Aucune
993,993,Moyenne,Légère,1,Moyen,Régulièrement,0,La plupart,1,0,Compréhension des cours
994,994,Moyenne,Sévère,0,Faible,Parfois,0,Tous,0,0,Expression écrite
995,995,Bonne,Aucune,1,Élevé,Parfois,1,La plupart,0,0,Mémorisation
996,996,Bonne,Légère,0,Faible,Régulièrement,0,Quelques-uns,0,0,Aucune
997,997,Mauvaise,Modérée,0,Élevé,Parfois,1,Tous,0,0,Expression écrite
998,998,Très bonne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Mémorisation
999,999,Très bonne,Légère,0,Faible,Rarement,1,La plupart,0,0,Expression écrite
1000,1000,Très mauvaise,Aucune,0,Élevé,Régulièrement,0,La plupart,0,0,Gestion du stress
1001,1001,Très bonne,Aucune,0,Élevé,Régulièrement,0,La plupart,1,1,Aucune
1002,1002,Très bonne,Sévère,0,Moyen,Intensivement,0,Tous,0,0,Mémorisation
1003,1003,Mauvaise,Aucune,0,Faible,Parfois,1,La plupart,0,0,Organisation du travail
1004,1004,Très mauvaise,Modérée,0,Moyen,Parfois,0,Tous,1,0,Aucune
1005,1005,Très bonne,Légère,0,Élevé,Régulièrement,1,Tous,0,0,Aucune
1006,1006,Bonne,Légère,0,Élevé,Rarement,1,Tous,0,0,Aucune
1007,1007,Bonne,Aucune,1,Faible,Régulièrement,1,La plupart,0,0,Expression écrite
1008,1008,Très bonne,Aucune,0,Moyen,Parfois,1,Tous,0,0,Compréhension des cours
1009,1009,Mauvaise,Aucune,1,Élevé,Parfois,0,Tous,1,1,Mémorisation
1010,1010,Mauvaise,Légère,0,Faible,Rarement,0,La plupart,0,0,Aucune
1011,1011,Mauvaise,Sévère,1,Faible,Régulièrement,0,Quelques-uns,0,0,Organisation du travail
1012,1012,Très bonne,Aucune,0,Faible,Intensivement,0,Tous,1,1,Compréhension des cours
1013,1013,Mauvaise,Modérée,0,Élevé,Parfois,1,Tous,0,0,Aucune
1014,1014,Bonne,Sévère,0,Moyen,Parfois,1,Tous,1,0,Organisation du travail
1015,1015,Très bonne,Aucune,0,Élevé,Intensivement,0,La plupart,1,1,Expression écrite
1016,1016,Mauvaise,Modérée,0,Moyen,Parfois,1,Tous,0,0,Aucune
1017,1017,Mauvaise,Légère,0,Moyen,Régulièrement,1,Tous,0,0,Gestion du stress
1018,1018,Très bonne,Modérée,0,Moyen,Régulièrement,0,La plupart,0,0,Mémorisation
1019,1019,Mauvaise,Modérée,1,Élevé,Rarement,1,La plupart,0,0,Gestion du stress
1020,1020,Bonne,Sévère,0,Élevé,Rarement,1,Quelques-uns,0,0,Compréhension des cours
1021,1021,Bonne,Sévère,1,Élevé,Parfois,1,Tous,1,0,Compréhension des cours
1022,1022,Très mauvaise,Aucune,0,Élevé,Intensivement,0,Tous,0,0,Aucune
1023,1023,Mauvaise,Modérée,0,Faible,Régulièrement,0,Quelques-uns,0,0,Aucune
1024,1024,Moyenne,Aucune,1,Élevé,Régulièrement,0,La plupart,0,0,Compréhension des cours
1025,1025,Bonne,Aucune,1,Élevé,Intensivement,0,La plupart,0,0,Aucune
1026,1026,Bonne,Légère,1,Moyen,Régulièrement,1,Tous,0,0,Aucune
1027,1027,Bonne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Mémorisation
1028,1028,Mauvaise,Aucune,1,Faible,Régulièrement,1,Quelques-uns,0,0,Mémorisation
1029,1029,Très bonne,Légère,0,Moyen,Intensivement,0,Tous,0,0,Mémorisation
1030,1030,Très bonne,Légère,0,Moyen,Parfois,0,Tous,1,0,Aucune
1031,1031,Très bonne,Sévère,1,Moyen,Intensivement,0,Tous,0,0,Expression écrite
1032,1032,Très bonne,Légère,0,Moyen,Parfois,1,La plupart,0,0,Aucune
1033,1033,Très mauvaise,Sévère,0,Élevé,Parfois,1,Tous,0,0,Compréhension des cours
1034,1034,Bonne,Légère,1,Moyen,Intensivement,0,La plupart,1,0,Aucune
1035,1035,Moyenne,Modérée,0,Élevé,Régulièrement,1,Tous,0,0,Gestion du stress
1036,1036,Bonne,Légère,0,Moyen,Régulièrement,0,Tous,1,0,Aucune
1037,1037,Moyenne,Sévère,1,Moyen,Intensivement,0,Tous,0,0,Mémorisation
1038,1038,Bonne,Sévère,1,Élevé,Intensivement,0,Tous,0,0,Gestion du stress
1039,1039,Moyenne,Légère,1,Faible,Parfois,1,Quelques-uns,0,0,Gestion du stress
1040,1040,Moyenne,Légère,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
1041,1041,Très mauvaise,Légère,0,Faible,Régulièrement,0,La plupart,0,0,Aucune
1042,1042,Très mauvaise,Aucune,0,Élevé,Parfois,0,Tous,0,0,Aucune
1043,1043,Très bonne,Sévère,0,Élevé,Parfois,1,Tous,0,0,Aucune
1044,1044,Très mauvaise,Sévère,1,Faible,Parfois,1,Tous,0,0,Aucune
1045,1045,Bonne,Modérée,0,Élevé,Rarement,1,Tous,0,0,Aucune
1046,1046,Bonne,Légère,0,Moyen,Parfois,0,Tous,0,0,Aucune
1047,1047,Bonne,Légère,0,Moyen,Régulièrement,1,Tous,0,0,Aucune
1048,1048,Moyenne,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Compréhension des cours
1049,1049,Moyenne,Légère,1,Élevé,Régulièrement,1,Tous,0,0,Mémorisation
1050,1050,Mauvaise,Modérée,1,Moyen,Régulièrement,1,Quelques-uns,1,0,Expression écrite
1051,1051,Bonne,Aucune,1,Faible,Intensivement,0,Aucun,0,0,Compréhension des cours
1052,1052,Très mauvaise,Légère,1,Moyen,Régulièrement,1,La plupart,0,0,Aucune
1053,1053,Bonne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Organisation du travail
1054,1054,Moyenne,Modérée,1,Élevé,Intensivement,0,Tous,0,0,Gestion du stress
1055,1055,Moyenne,Modérée,1,Moyen,Régulièrement,0,Tous,0,0,Compréhension des cours
1056,1056,Très bonne,Modérée,0,Moyen,Régulièrement,0,Tous,1,1,Compréhension des cours
1057,1057,Moyenne,Sévère,1,Moyen,Rarement,0,La plupart,1,1,Expression écrite
1058,1058,Moyenne,Modérée,1,Moyen,Rarement,1,Tous,0,0,Aucune
1059,1059,Moyenne,Sévère,0,Moyen,Jamais,1,La plupart,0,0,Aucune
1060,1060,Mauvaise,Aucune,0,Faible,Parfois,1,Tous,0,0,Aucune
1061,1061,Bonne,Légère,1,Élevé,Parfois,0,Quelques-uns,0,0,Mémorisation
1062,1062,Très bonne,Modérée,0,Élevé,Parfois,1,Tous,1,1,Aucune
1063,1063,Bonne,Modérée,1,Moyen,Régulièrement,1,La plupart,0,0,Organisation du travail
1064,1064,Moyenne,Modérée,0,Moyen,Parfois,0,Aucun,1,1,Mémorisation
1065,1065,Bonne,Sévère,0,Élevé,Jamais,1,Tous,1,0,Aucune
1066,1066,Bonne,Modérée,1,Moyen,Parfois,1,La plupart,0,0,Mémorisation
1067,1067,Bonne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Aucune
1068,1068,Moyenne,Aucune,0,Moyen,Intensivement,0,Tous,1,1,Expression écrite
1069,1069,Très bonne,Modérée,1,Faible,Régulièrement,0,La plupart,0,0,Aucune
1070,1070,Bonne,Légère,0,Moyen,Parfois,1,La plupart,0,0,Gestion du stress
1071,1071,Bonne,Sévère,1,Moyen,Rarement,1,Tous,1,1,Organisation du travail
1072,1072,Mauvaise,Aucune,1,Élevé,Régulièrement,1,Tous,0,0,Aucune
1073,1073,Bonne,Modérée,0,Moyen,Parfois,0,La plupart,0,0,Expression écrite
1074,1074,Bonne,Légère,0,Moyen,Parfois,1,Tous,1,1,Mémorisation
1075,1075,Très mauvaise,Modérée,1,Élevé,Régulièrement,0,Tous,0,0,Expression écrite
1076,1076,Bonne,Modérée,1,Moyen,Parfois,0,Tous,0,0,Compréhension des cours
1077,1077,Bonne,Aucune,0,Faible,Régulièrement,0,La plupart,0,0,Aucune
1078,1078,Moyenne,Modérée,1,Moyen,Régulièrement,0,Tous,0,0,Aucune
1079,1079,Bonne,Légère,0,Élevé,Parfois,1,La plupart,0,0,Expression écrite
1080,1080,Très bonne,Modérée,1,Moyen,Parfois,1,Quelques-uns,0,0,Aucune
1081,1081,Très bonne,Sévère,1,Faible,Rarement,1,Quelques-uns,0,0,Mémorisation
1082,1082,Très bonne,Légère,1,Moyen,Parfois,0,Tous,0,0,Aucune
1083,1083,Très bonne,Légère,0,Moyen,Parfois,1,Tous,0,0,Organisation du travail
1084,1084,Très bonne,Aucune,0,Élevé,Régulièrement,0,La plupart,0,0,Expression écrite
1085,1085,Moyenne,Légère,1,Moyen,Intensivement,0,Tous,0,0,Aucune
1086,1086,Bonne,Sévère,0,Faible,Parfois,1,Tous,1,0,Mémorisation
1087,1087,Moyenne,Modérée,0,Élevé,Rarement,1,Tous,0,0,Aucune
1088,1088,Très bonne,Modérée,0,Élevé,Parfois,0,La plupart,0,0,Compréhension des cours
1089,1089,Bonne,Modérée,0,Élevé,Régulièrement,0,Tous,0,0,Compréhension des cours
1090,1090,Bonne,Modérée,0,Élevé,Parfois,1,Tous,0,0,Aucune
1091,1091,Très bonne,Sévère,0,Faible,Rarement,1,La plupart,0,0,Expression écrite
1092,1092,Moyenne,Aucune,1,Moyen,Jamais,1,Quelques-uns,0,0,Compréhension des cours
1093,1093,Mauvaise,Modérée,1,Moyen,Parfois,1,La plupart,1,1,Aucune
1094,1094,Bonne,Légère,1,Moyen,Intensivement,0,La plupart,0,0,Aucune
1095,1095,Mauvaise,Modérée,1,Élevé,Régulièrement,0,La plupart,0,0,Organisation du travail
1096,1096,Très bonne,Aucune,0,Moyen,Intensivement,0,Quelques-uns,1,0,Aucune
1097,1097,Très bonne,Aucune,0,Élevé,Parfois,0,Tous,1,0,Aucune
1098,1098,Mauvaise,Légère,1,Faible,Parfois,1,Tous,1,0,Compréhension des cours
1099,1099,Moyenne,Aucune,0,Faible,Jamais,1,Tous,0,0,Expression écrite
1100,1100,Très bonne,Légère,0,Moyen,Régulièrement,0,Tous,0,0,Organisation du travail
1101,1101,Bonne,Sévère,1,Élevé,Parfois,0,La plupart,1,0,Aucune
1102,1102,Très bonne,Légère,0,Élevé,Intensivement,1,Tous,0,0,Mémorisation
1103,1103,Mauvaise,Aucune,0,Moyen,Régulièrement,0,La plupart,0,0,Expression écrite
1104,1104,Très mauvaise,Sévère,0,Moyen,Jamais,1,La plupart,0,0,Compréhension des cours
1105,1105,Très bonne,Légère,0,Moyen,Parfois,0,La plupart,0,0,Gestion du stress
1106,1106,Mauvaise,Modérée,0,Élevé,Jamais,1,Tous,0,0,Compréhension des cours
1107,1107,Bonne,Sévère,1,Élevé,Parfois,1,Tous,0,0,Organisation du travail
1108,1108,Très bonne,Légère,0,Élevé,Régulièrement,0,La plupart,0,0,Organisation du travail
1109,1109,Très bonne,Modérée,1,Moyen,Intensivement,1,Aucun,0,0,Organisation du travail
1110,1110,Bonne,Aucune,0,Élevé,Régulièrement,0,La plupart,0,0,Compréhension des cours
1111,1111,Moyenne,Légère,1,Élevé,Régulièrement,0,Tous,1,0,Aucune
1112,1112,Mauvaise,Modérée,1,Moyen,Intensivement,0,Tous,0,0,Aucune
1113,1113,Bonne,Modérée,0,Moyen,Rarement,0,Aucun,0,0,Gestion du stress
1114,1114,Moyenne,Sévère,0,Élevé,Parfois,0,Tous,0,0,Aucune
1115,1115,Bonne,Légère,1,Faible,Régulièrement,0,Tous,0,0,Compréhension des cours
1116,1116,Bonne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
1117,1117,Bonne,Sévère,1,Élevé,Parfois,0,Tous,1,0,Mémorisation
1118,1118,Moyenne,Modérée,0,Élevé,Parfois,1,La plupart,1,1,Aucune
1119,1119,Bonne,Modérée,1,Élevé,Parfois,0,Tous,0,0,Aucune
1120,1120,Moyenne,Légère,0,Élevé,Régulièrement,1,Tous,0,0,Aucune
1121,1121,Bonne,Aucune,1,Moyen,Régulièrement,0,Tous,0,0,Aucune
1122,1122,Bonne,Légère,0,Élevé,Parfois,0,Tous,1,1,Aucune
1123,1123,Mauvaise,Modérée,1,Faible,Régulièrement,0,Tous,0,0,Aucune
1124,1124,Moyenne,Légère,0,Élevé,Parfois,1,Tous,0,0,Aucune
1125,1125,Bonne,Aucune,0,Moyen,Intensivement,0,Tous,0,0,Aucune
1126,1126,Moyenne,Modérée,1,Moyen,Parfois,1,Tous,0,0,Aucune
1127,1127,Mauvaise,Aucune,0,Moyen,Régulièrement,0,Quelques-uns,1,1,Compréhension des cours
1128,1128,Mauvaise,Aucune,1,Élevé,Régulièrement,1,Quelques-uns,0,0,Gestion du stress
1129,1129,Bonne,Légère,0,Élevé,Parfois,0,Tous,1,1,Aucune
1130,1130,Bonne,Sévère,1,Élevé,Régulièrement,0,Tous,0,0,Aucune
1131,1131,Moyenne,Modérée,0,Élevé,Parfois,0,Tous,0,0,Organisation du travail
1132,1132,Bonne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Expression écrite
1133,1133,Très bonne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Aucune
1134,1134,Très bonne,Modérée,0,Faible,Régulièrement,1,La plupart,0,0,Compréhension des cours
1135,1135,Bonne,Modérée,0,Faible,Parfois,1,Tous,0,0,Aucune
1136,1136,Bonne,Aucune,0,Élevé,Régulièrement,0,La plupart,0,0,Aucune
1137,1137,Moyenne,Légère,0,Élevé,Régulièrement,0,La plupart,1,0,Aucune
1138,1138,Très bonne,Légère,0,Élevé,Parfois,0,Tous,0,0,Gestion du stress
1139,1139,Mauvaise,Aucune,0,Élevé,Intensivement,0,Tous,0,0,Gestion du stress
1140,1140,Bonne,Modérée,0,Moyen,Rarement,0,Quelques-uns,0,0,Expression écrite
1141,1141,Bonne,Légère,0,Élevé,Parfois,0,Tous,1,0,Expression écrite
1142,1142,Mauvaise,Aucune,1,Élevé,Intensivement,0,Tous,0,0,Expression écrite
1143,1143,Mauvaise,Modérée,0,Élevé,Régulièrement,1,Tous,0,0,Aucune
1144,1144,Moyenne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
1145,1145,Très bonne,Légère,1,Moyen,Intensivement,0,Tous,1,0,Gestion du stress
1146,1146,Moyenne,Légère,1,Élevé,Régulièrement,0,Quelques-uns,0,0,Aucune
1147,1147,Mauvaise,Sévère,1,Moyen,Rarement,1,Tous,0,0,Aucune
1148,1148,Moyenne,Légère,0,Élevé,Parfois,0,Tous,0,0,Organisation du travail
1149,1149,Bonne,Légère,1,Élevé,Régulièrement,0,La plupart,0,0,Gestion du stress
1150,1150,Bonne,Légère,0,Moyen,Régulièrement,0,Quelques-uns,0,0,Compréhension des cours
1151,1151,Bonne,Aucune,1,Élevé,Régulièrement,0,Tous,0,0,Aucune
1152,1152,Bonne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Organisation du travail
1153,1153,Bonne,Aucune,0,Faible,Régulièrement,1,La plupart,0,0,Aucune
1154,1154,Moyenne,Légère,1,Moyen,Intensivement,0,Tous,0,0,Aucune
1155,1155,Mauvaise,Légère,1,Moyen,Jamais,1,Tous,0,0,Aucune
1156,1156,Moyenne,Aucune,0,Élevé,Intensivement,0,La plupart,0,0,Compréhension des cours
1157,1157,Mauvaise,Aucune,1,Moyen,Parfois,1,Tous,0,0,Aucune
1158,1158,Très mauvaise,Aucune,1,Faible,Parfois,0,La plupart,1,1,Aucune
1159,1159,Bonne,Aucune,0,Moyen,Parfois,0,Tous,0,0,Aucune
1160,1160,Très mauvaise,Aucune,0,Moyen,Régulièrement,0,La plupart,1,0,Compréhension des cours
1161,1161,Mauvaise,Modérée,0,Moyen,Parfois,0,Tous,1,0,Mémorisation
1162,1162,Moyenne,Modérée,0,Moyen,Parfois,1,Quelques-uns,0,0,Aucune
1163,1163,Très bonne,Aucune,0,Élevé,Intensivement,0,Tous,0,0,Organisation du travail
1164,1164,Mauvaise,Légère,1,Faible,Rarement,0,Tous,0,0,Aucune
1165,1165,Très bonne,Légère,0,Faible,Rarement,1,Quelques-uns,0,0,Aucune
1166,1166,Moyenne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Aucune
1167,1167,Très bonne,Modérée,1,Moyen,Rarement,1,Tous,0,0,Mémorisation
1168,1168,Bonne,Légère,0,Moyen,Régulièrement,0,La plupart,0,0,Expression écrite
1169,1169,Très mauvaise,Modérée,1,Moyen,Parfois,1,La plupart,0,0,Mémorisation
1170,1170,Mauvaise,Aucune,0,Moyen,Régulièrement,0,Quelques-uns,0,0,Mémorisation
1171,1171,Très bonne,Modérée,0,Moyen,Parfois,1,Tous,0,0,Aucune
1172,1172,Très bonne,Sévère,0,Élevé,Rarement,0,La plupart,1,0,Aucune
1173,1173,Bonne,Légère,1,Élevé,Régulièrement,1,Tous,0,0,Gestion du stress
1174,1174,Moyenne,Modérée,0,Moyen,Rarement,1,Tous,0,0,Aucune
1175,1175,Moyenne,Sévère,1,Moyen,Parfois,0,Tous,0,0,Expression écrite
1176,1176,Bonne,Aucune,1,Faible,Régulièrement,0,Tous,1,0,Aucune
1177,1177,Moyenne,Légère,0,Élevé,Régulièrement,0,Tous,0,0,Mémorisation
1178,1178,Bonne,Légère,1,Moyen,Régulièrement,1,La plupart,0,0,Compréhension des cours
1179,1179,Bonne,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Compréhension des cours
1180,1180,Bonne,Modérée,0,Faible,Parfois,0,La plupart,0,0,Organisation du travail
1181,1181,Moyenne,Modérée,1,Moyen,Parfois,1,La plupart,0,0,Mémorisation
1182,1182,Moyenne,Modérée,1,Moyen,Régulièrement,0,Tous,0,0,Aucune
1183,1183,Bonne,Aucune,1,Moyen,Régulièrement,0,La plupart,0,0,Mémorisation
1184,1184,Moyenne,Modérée,0,Élevé,Intensivement,0,Tous,0,0,Aucune
1185,1185,Mauvaise,Sévère,0,Moyen,Jamais,1,La plupart,1,0,Gestion du stress
1186,1186,Bonne,Légère,1,Moyen,Parfois,0,La plupart,0,0,Aucune
1187,1187,Moyenne,Modérée,0,Moyen,Régulièrement,0,La plupart,0,0,Compréhension des cours
1188,1188,Bonne,Légère,1,Moyen,Régulièrement,1,La plupart,0,0,Expression écrite
1189,1189,Bonne,Modérée,0,Moyen,Parfois,0,La plupart,0,0,Mémorisation
1190,1190,Très mauvaise,Légère,1,Élevé,Intensivement,0,La plupart,0,0,Aucune
1191,1191,Moyenne,Modérée,1,Faible,Parfois,1,Quelques-uns,1,0,Aucune
1192,1192,Moyenne,Aucune,0,Moyen,Parfois,1,Tous,0,0,Expression écrite
1193,1193,Mauvaise,Légère,0,Faible,Régulièrement,1,Tous,0,0,Aucune
1194,1194,Bonne,Sévère,0,Faible,Régulièrement,0,Tous,0,0,Aucune
1195,1195,Très mauvaise,Modérée,1,Faible,Parfois,0,Quelques-uns,0,0,Mémorisation
1196,1196,Mauvaise,Légère,1,Élevé,Régulièrement,0,Tous,0,0,Gestion du stress
1197,1197,Mauvaise,Légère,0,Élevé,Parfois,0,Tous,0,0,Mémorisation
1198,1198,Moyenne,Sévère,1,Moyen,Rarement,0,Tous,1,0,Organisation du travail
1199,1199,Bonne,Modérée,1,Faible,Parfois,1,La plupart,0,0,Aucune
1200,1200,Mauvaise,Modérée,1,Élevé,Parfois,1,Tous,0,0,Compréhension des cours
1201,1201,Très bonne,Légère,0,Élevé,Intensivement,0,Tous,0,0,Expression écrite
1202,1202,Bonne,Sévère,1,Élevé,Régulièrement,0,Quelques-uns,1,0,Mémorisation
1203,1203,Moyenne,Sévère,0,Élevé,Parfois,1,Tous,1,1,Expression écrite
1204,1204,Bonne,Légère,0,Élevé,Rarement,1,Quelques-uns,1,0,Expression écrite
1205,1205,Bonne,Légère,1,Élevé,Parfois,0,Tous,0,0,Compréhension des cours
1206,1206,Mauvaise,Légère,0,Élevé,Parfois,0,Tous,0,0,Mémorisation
1207,1207,Très bonne,Légère,1,Élevé,Régulièrement,0,La plupart,0,0,Organisation du travail
1208,1208,Mauvaise,Aucune,0,Moyen,Parfois,1,Tous,1,1,Compréhension des cours
1209,1209,Bonne,Légère,0,Moyen,Intensivement,0,Tous,1,0,Compréhension des cours
1210,1210,Bonne,Modérée,0,Moyen,Régulièrement,0,Tous,1,0,Aucune
1211,1211,Bonne,Légère,1,Élevé,Parfois,1,Tous,0,0,Aucune
1212,1212,Bonne,Légère,1,Élevé,Intensivement,0,Tous,0,0,Mémorisation
1213,1213,Bonne,Sévère,1,Moyen,Parfois,0,Tous,0,0,Gestion du stress
1214,1214,Bonne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
1215,1215,Mauvaise,Légère,0,Faible,Régulièrement,0,Tous,0,0,Aucune
1216,1216,Moyenne,Aucune,0,Moyen,Parfois,0,Tous,0,0,Mémorisation
1217,1217,Bonne,Sévère,1,Moyen,Régulièrement,1,Tous,0,0,Aucune
1218,1218,Moyenne,Aucune,0,Moyen,Régulièrement,0,Tous,0,0,Mémorisation
1219,1219,Mauvaise,Sévère,0,Élevé,Régulièrement,0,La plupart,0,0,Organisation du travail
1220,1220,Bonne,Modérée,0,Moyen,Parfois,1,Quelques-uns,0,0,Expression écrite
1221,1221,Mauvaise,Modérée,0,Élevé,Parfois,1,La plupart,0,0,Aucune
1222,1222,Très bonne,Modérée,1,Élevé,Régulièrement,0,La plupart,0,0,Mémorisation
1223,1223,Moyenne,Aucune,0,Élevé,Parfois,1,Tous,0,0,Aucune
1224,1224,Bonne,Sévère,0,Moyen,Régulièrement,0,Tous,0,0,Aucune
1225,1225,Bonne,Légère,0,Faible,Régulièrement,1,Aucun,0,0,Expression écrite
1226,1226,Mauvaise,Modérée,0,Élevé,Parfois,0,Tous,0,0,Aucune
1227,1227,Moyenne,Sévère,0,Faible,Rarement,0,Tous,1,1,Aucune
1228,1228,Moyenne,Légère,0,Faible,Rarement,0,Tous,1,1,Aucune
