id_etudiant,isolement_social,victime_harcelement,difficultes_financieres_recurrentes,estime_de_soi,frequence_etude_lecons,score_risque,niveau_risque
1491,0,0,0,Élevée,Régulièrement,1,Risque faible
1492,0,0,0,Moyenne,Intensivement,2,Risque faible
1493,0,0,0,Moyenne,Rarement,3,Risque modéré
1494,0,1,0,Élevée,Rarement,3,Risque modéré
1495,0,0,0,Moyenne,Rarement,3,Risque modéré
1496,0,0,0,Élevée,Rarement,2,Risque faible
1497,0,0,0,Élevée,Parfois,1,Risque faible
1498,0,0,0,Élevée,Intensivement,1,Risque faible
1499,0,1,0,Faible,Régulièrement,5,Risque modéré
1500,0,0,1,Élevée,Rarement,5,Risque modéré
1501,0,1,0,Moyenne,Rarement,5,Risque modéré
1502,0,0,0,Élevée,Intensivement,0,Risque faible
1503,0,0,0,Faible,Régulièrement,3,Risque modéré
1504,0,0,1,Élevée,Rarement,4,Risque modéré
1505,1,0,0,Moyenne,Rarement,4,Risque modéré
1506,0,0,0,Élevée,Jamais,3,Risque modéré
1507,0,0,0,Moyenne,Parfois,2,Risque faible
1508,0,0,0,Élevée,Intensivement,0,Risque faible
1509,1,0,0,Faible,Parfois,4,Risque modéré
1510,0,1,1,Élevée,Rarement,7,Risque élevé
1511,0,0,1,Moyenne,Intensivement,4,Risque modéré
1512,0,1,0,Moyenne,Jamais,6,Risque élevé
1513,0,1,0,Faible,Parfois,5,Risque modéré
1514,0,0,1,Faible,Rarement,7,Risque élevé
1515,1,0,0,Moyenne,Intensivement,4,Risque modéré
1516,0,0,1,Élevée,Parfois,4,Risque modéré
1517,1,0,0,Faible,Rarement,6,Risque élevé
1518,0,0,1,Moyenne,Parfois,4,Risque modéré
1519,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1520,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1521,0,1,0,Moyenne,Rarement,5,Risque modéré
1522,0,0,0,Moyenne,Régulièrement,2,Risque faible
1523,0,0,0,Élevée,Intensivement,1,Risque faible
1524,0,0,1,Faible,Parfois,6,Risque élevé
1525,0,0,0,Moyenne,Régulièrement,1,Risque faible
1526,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1527,0,0,0,Élevée,Parfois,0,Risque faible
1528,0,0,0,Moyenne,Rarement,4,Risque modéré
1529,0,0,0,Moyenne,Régulièrement,2,Risque faible
1530,0,0,1,Moyenne,Parfois,5,Risque modéré
1531,0,0,0,Moyenne,Régulièrement,2,Risque faible
1532,1,0,0,Faible,Rarement,7,Risque élevé
1533,0,0,1,Moyenne,Parfois,4,Risque modéré
1534,0,0,1,Moyenne,Parfois,4,Risque modéré
1535,0,0,1,Élevée,Régulièrement,4,Risque modéré
1536,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1537,0,0,0,Moyenne,Parfois,2,Risque faible
1538,0,0,1,Élevée,Régulièrement,3,Risque modéré
1539,0,0,0,Moyenne,Intensivement,2,Risque faible
1540,0,0,0,Moyenne,Intensivement,2,Risque faible
1541,1,0,0,Moyenne,Parfois,4,Risque modéré
1542,0,0,1,Faible,Régulièrement,5,Risque modéré
1543,0,0,0,Élevée,Parfois,2,Risque faible
1544,0,1,1,Moyenne,Jamais,9,Très haut risque
1545,0,1,0,Élevée,Régulièrement,3,Risque modéré
1546,0,0,0,Élevée,Régulièrement,2,Risque faible
1547,0,0,0,Élevée,Parfois,0,Risque faible
1548,0,0,0,Faible,Rarement,4,Risque modéré
1549,1,0,0,Faible,Rarement,7,Risque élevé
1550,0,0,0,Moyenne,Régulièrement,1,Risque faible
1551,0,0,0,Élevée,Parfois,0,Risque faible
1552,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1553,0,0,1,Faible,Régulièrement,5,Risque modéré
1554,0,0,1,Moyenne,Parfois,4,Risque modéré
1555,0,0,0,Moyenne,Intensivement,1,Risque faible
1556,0,0,0,Moyenne,Rarement,3,Risque modéré
1557,0,0,0,Moyenne,Rarement,3,Risque modéré
1558,1,0,0,Faible,Régulièrement,5,Risque modéré
1559,1,0,1,Faible,Rarement,8,Risque élevé
1560,1,0,0,Faible,Régulièrement,5,Risque modéré
1561,0,0,1,Élevée,Régulièrement,2,Risque faible
1562,0,0,0,Moyenne,Régulièrement,2,Risque faible
1563,0,0,0,Moyenne,Intensivement,1,Risque faible
1564,0,0,1,Élevée,Intensivement,3,Risque modéré
1565,0,0,0,Élevée,Rarement,3,Risque modéré
1566,0,0,0,Élevée,Intensivement,0,Risque faible
1567,0,0,1,Faible,Parfois,6,Risque élevé
1568,0,0,1,Moyenne,Parfois,5,Risque modéré
1569,0,0,0,Faible,Parfois,3,Risque modéré
1570,0,0,1,Élevée,Rarement,5,Risque modéré
1571,0,0,0,Faible,Intensivement,3,Risque modéré
1572,0,0,0,Moyenne,Régulièrement,2,Risque faible
1573,1,0,0,Faible,Parfois,6,Risque élevé
1574,0,0,0,Élevée,Parfois,0,Risque faible
1575,0,0,0,Moyenne,Parfois,2,Risque faible
1576,0,0,0,Élevée,Parfois,0,Risque faible
1577,0,0,0,Faible,Régulièrement,2,Risque faible
1578,0,0,0,Moyenne,Jamais,4,Risque modéré
1579,0,0,0,Élevée,Parfois,0,Risque faible
1580,0,0,0,Moyenne,Parfois,2,Risque faible
1581,0,0,1,Moyenne,Parfois,5,Risque modéré
1582,1,0,1,Faible,Régulièrement,7,Risque élevé
1583,1,0,1,Moyenne,Régulièrement,6,Risque élevé
1584,0,0,0,Élevée,Rarement,3,Risque modéré
1585,0,0,1,Moyenne,Rarement,5,Risque modéré
1586,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1587,0,0,0,Élevée,Régulièrement,2,Risque faible
1588,0,0,1,Élevée,Parfois,4,Risque modéré
1589,0,0,0,Moyenne,Régulièrement,1,Risque faible
1590,1,0,0,Moyenne,Intensivement,4,Risque modéré
1591,0,0,1,Élevée,Régulièrement,4,Risque modéré
1592,0,0,0,Moyenne,Régulièrement,2,Risque faible
1593,0,0,1,Élevée,Régulièrement,3,Risque modéré
1594,0,0,0,Élevée,Intensivement,0,Risque faible
1595,0,0,0,Moyenne,Intensivement,1,Risque faible
1596,1,0,0,Faible,Intensivement,5,Risque modéré
1597,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1598,0,0,0,Faible,Rarement,4,Risque modéré
1599,0,0,1,Moyenne,Parfois,4,Risque modéré
1600,0,1,1,Faible,Jamais,10,Très haut risque
1601,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1602,0,0,0,Moyenne,Régulièrement,2,Risque faible
1603,0,0,0,Élevée,Rarement,2,Risque faible
1604,0,0,0,Moyenne,Intensivement,1,Risque faible
1605,0,0,1,Élevée,Rarement,5,Risque modéré
1606,0,0,0,Élevée,Parfois,1,Risque faible
1607,0,0,0,Moyenne,Régulièrement,1,Risque faible
1608,0,0,1,Moyenne,Parfois,4,Risque modéré
1609,0,0,1,Élevée,Régulièrement,3,Risque modéré
1610,0,0,0,Moyenne,Rarement,3,Risque modéré
1611,1,1,0,Moyenne,Régulièrement,7,Risque élevé
1612,0,0,1,Élevée,Rarement,4,Risque modéré
1613,0,0,0,Élevée,Intensivement,1,Risque faible
1614,0,0,0,Moyenne,Parfois,2,Risque faible
1615,0,0,0,Moyenne,Régulièrement,2,Risque faible
1616,0,0,1,Élevée,Régulièrement,2,Risque faible
1617,0,0,1,Faible,Jamais,8,Risque élevé
1618,0,0,0,Moyenne,Rarement,4,Risque modéré
1619,0,0,0,Élevée,Parfois,0,Risque faible
1620,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1621,0,0,1,Moyenne,Parfois,4,Risque modéré
1622,0,0,0,Élevée,Régulièrement,0,Risque faible
1623,0,0,0,Élevée,Intensivement,0,Risque faible
1624,0,0,1,Moyenne,Parfois,4,Risque modéré
1625,0,0,0,Élevée,Régulièrement,0,Risque faible
1626,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1627,0,0,0,Moyenne,Intensivement,2,Risque faible
1628,0,0,1,Élevée,Régulièrement,4,Risque modéré
1629,0,0,0,Moyenne,Régulièrement,2,Risque faible
1630,0,0,0,Moyenne,Régulièrement,1,Risque faible
1631,0,0,1,Moyenne,Rarement,6,Risque élevé
1632,0,0,0,Moyenne,Intensivement,3,Risque modéré
1633,0,0,1,Élevée,Intensivement,4,Risque modéré
1634,0,0,0,Moyenne,Rarement,4,Risque modéré
1635,0,0,0,Moyenne,Rarement,3,Risque modéré
1636,0,0,0,Moyenne,Parfois,2,Risque faible
1637,0,0,0,Faible,Intensivement,2,Risque faible
1638,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1639,0,0,0,Élevée,Parfois,0,Risque faible
1640,0,0,0,Moyenne,Parfois,1,Risque faible
1641,0,0,0,Moyenne,Rarement,3,Risque modéré
1642,0,0,0,Élevée,Régulièrement,0,Risque faible
1643,0,1,0,Élevée,Intensivement,2,Risque faible
1644,0,0,0,Élevée,Parfois,2,Risque faible
1645,0,0,1,Moyenne,Parfois,4,Risque modéré
1646,0,0,0,Élevée,Parfois,1,Risque faible
1647,0,0,0,Élevée,Régulièrement,1,Risque faible
1648,0,1,1,Moyenne,Rarement,8,Risque élevé
1649,0,0,0,Moyenne,Régulièrement,2,Risque faible
1650,0,0,0,Élevée,Régulièrement,0,Risque faible
1651,0,0,0,Moyenne,Régulièrement,1,Risque faible
1652,1,0,1,Moyenne,Rarement,6,Risque élevé
1653,0,0,0,Moyenne,Jamais,4,Risque modéré
1654,0,0,0,Faible,Intensivement,3,Risque modéré
1655,1,0,0,Élevée,Parfois,2,Risque faible
1656,0,0,0,Faible,Parfois,2,Risque faible
1657,0,0,1,Élevée,Régulièrement,3,Risque modéré
1658,0,0,1,Faible,Rarement,7,Risque élevé
1659,0,0,1,Élevée,Régulièrement,2,Risque faible
1660,1,0,0,Faible,Rarement,7,Risque élevé
1661,0,0,1,Élevée,Intensivement,4,Risque modéré
1662,0,0,0,Élevée,Parfois,2,Risque faible
1663,0,0,0,Élevée,Régulièrement,1,Risque faible
1664,1,1,0,Faible,Parfois,8,Risque élevé
1665,0,0,0,Moyenne,Intensivement,1,Risque faible
1666,1,0,0,Élevée,Intensivement,2,Risque faible
1667,0,0,0,Élevée,Jamais,4,Risque modéré
1668,0,0,0,Élevée,Régulièrement,0,Risque faible
1669,1,0,1,Moyenne,Parfois,7,Risque élevé
1670,0,0,1,Faible,Jamais,8,Risque élevé
1671,0,0,0,Moyenne,Intensivement,2,Risque faible
1672,0,0,0,Élevée,Parfois,0,Risque faible
1673,0,0,0,Moyenne,Parfois,2,Risque faible
1674,0,0,0,Élevée,Intensivement,0,Risque faible
1675,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1676,1,0,0,Élevée,Intensivement,3,Risque modéré
1677,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1678,1,0,0,Faible,Régulièrement,5,Risque modéré
1679,0,0,0,Moyenne,Rarement,3,Risque modéré
1680,0,0,1,Moyenne,Parfois,5,Risque modéré
1681,0,0,1,Moyenne,Parfois,4,Risque modéré
1682,0,0,0,Moyenne,Intensivement,3,Risque modéré
1683,0,0,0,Élevée,Régulièrement,1,Risque faible
1684,0,0,0,Moyenne,Parfois,2,Risque faible
1685,0,0,0,Faible,Rarement,5,Risque modéré
1686,0,0,1,Élevée,Régulièrement,2,Risque faible
1687,0,0,0,Faible,Intensivement,3,Risque modéré
1688,0,0,0,Élevée,Régulièrement,0,Risque faible
1689,0,0,0,Moyenne,Régulièrement,2,Risque faible
1690,1,0,0,Moyenne,Régulièrement,3,Risque modéré
1691,0,0,0,Faible,Parfois,3,Risque modéré
1692,0,0,0,Moyenne,Régulièrement,1,Risque faible
1693,0,0,0,Moyenne,Rarement,4,Risque modéré
1694,0,0,0,Faible,Régulièrement,3,Risque modéré
1695,0,0,1,Moyenne,Régulièrement,3,Risque modéré
1696,0,0,1,Moyenne,Jamais,7,Risque élevé
1697,1,0,0,Faible,Intensivement,6,Risque élevé
1698,1,0,0,Élevée,Parfois,3,Risque modéré
1699,0,0,0,Moyenne,Intensivement,1,Risque faible
1700,0,0,0,Moyenne,Intensivement,2,Risque faible
1701,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1702,0,0,0,Moyenne,Intensivement,2,Risque faible
1703,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1704,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1705,0,0,1,Moyenne,Parfois,4,Risque modéré
1706,0,0,0,Élevée,Jamais,4,Risque modéré
1707,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1708,1,0,0,Moyenne,Parfois,4,Risque modéré
1709,0,1,1,Moyenne,Jamais,9,Très haut risque
1710,0,0,0,Élevée,Régulièrement,0,Risque faible
1711,0,0,0,Faible,Régulièrement,2,Risque faible
1712,1,0,0,Moyenne,Parfois,5,Risque modéré
1713,0,0,1,Faible,Parfois,6,Risque élevé
1714,0,0,0,Élevée,Intensivement,0,Risque faible
1715,0,0,0,Élevée,Régulièrement,0,Risque faible
1716,0,1,0,Moyenne,Régulièrement,3,Risque modéré
1717,1,0,1,Faible,Parfois,8,Risque élevé
1718,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1719,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1720,0,0,1,Faible,Parfois,6,Risque élevé
1721,0,0,0,Moyenne,Rarement,3,Risque modéré
1722,0,0,1,Moyenne,Parfois,4,Risque modéré
1723,0,0,1,Élevée,Jamais,5,Risque modéré
1724,1,0,0,Élevée,Régulièrement,2,Risque faible
1725,0,0,0,Élevée,Régulièrement,0,Risque faible
1726,0,0,0,Élevée,Régulièrement,0,Risque faible
1727,0,0,0,Moyenne,Régulièrement,2,Risque faible
1728,0,0,0,Faible,Régulièrement,4,Risque modéré
1729,0,0,0,Moyenne,Parfois,2,Risque faible
1730,0,0,0,Élevée,Intensivement,1,Risque faible
1731,0,0,1,Moyenne,Rarement,5,Risque modéré
1732,0,1,0,Moyenne,Parfois,4,Risque modéré
1733,0,0,0,Élevée,Régulièrement,0,Risque faible
1734,0,0,0,Moyenne,Parfois,2,Risque faible
1735,0,0,0,Moyenne,Rarement,4,Risque modéré
1736,0,1,0,Élevée,Parfois,4,Risque modéré
1737,0,0,1,Moyenne,Rarement,6,Risque élevé
1738,0,1,1,Élevée,Parfois,5,Risque modéré
1739,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1740,0,0,1,Moyenne,Rarement,5,Risque modéré
1741,0,0,0,Moyenne,Régulièrement,3,Risque modéré
1742,0,0,0,Faible,Régulièrement,4,Risque modéré
1743,1,0,0,Élevée,Parfois,2,Risque faible
1744,0,0,0,Moyenne,Parfois,2,Risque faible
1745,0,1,0,Moyenne,Régulièrement,4,Risque modéré
1746,0,0,0,Moyenne,Parfois,2,Risque faible
1747,0,0,0,Faible,Intensivement,3,Risque modéré
1748,0,0,1,Faible,Rarement,7,Risque élevé
1749,1,0,1,Faible,Régulièrement,8,Risque élevé
1750,0,0,0,Moyenne,Régulièrement,2,Risque faible
1751,0,1,0,Élevée,Intensivement,3,Risque modéré
1752,0,0,1,Élevée,Régulièrement,2,Risque faible
1753,1,0,1,Faible,Rarement,9,Très haut risque
1754,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1755,0,0,0,Élevée,Régulièrement,1,Risque faible
1756,0,0,1,Faible,Régulièrement,5,Risque modéré
1757,0,0,0,Élevée,Régulièrement,0,Risque faible
1758,0,0,0,Élevée,Régulièrement,0,Risque faible
1759,0,0,0,Élevée,Régulièrement,0,Risque faible
1760,0,0,1,Faible,Régulièrement,5,Risque modéré
1761,0,0,0,Moyenne,Parfois,2,Risque faible
1762,0,0,0,Moyenne,Intensivement,2,Risque faible
1763,0,0,0,Moyenne,Régulièrement,1,Risque faible
1764,1,0,0,Moyenne,Régulièrement,3,Risque modéré
1765,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1766,0,0,0,Élevée,Parfois,0,Risque faible
1767,0,0,1,Moyenne,Jamais,7,Risque élevé
1768,0,0,0,Moyenne,Intensivement,2,Risque faible
1769,0,0,1,Moyenne,Parfois,5,Risque modéré
1770,0,0,0,Moyenne,Régulièrement,2,Risque faible
1771,0,0,0,Élevée,Parfois,2,Risque faible
1772,0,0,0,Moyenne,Intensivement,2,Risque faible
1773,0,0,0,Moyenne,Rarement,4,Risque modéré
1774,0,0,0,Élevée,Intensivement,1,Risque faible
1775,0,1,0,Faible,Intensivement,5,Risque modéré
1776,0,0,1,Élevée,Rarement,4,Risque modéré
1777,0,0,0,Élevée,Rarement,2,Risque faible
1778,0,0,0,Moyenne,Intensivement,2,Risque faible
1779,0,0,0,Faible,Intensivement,2,Risque faible
1780,0,0,0,Faible,Régulièrement,3,Risque modéré
1781,0,0,0,Élevée,Régulièrement,1,Risque faible
1782,0,0,1,Moyenne,Rarement,4,Risque modéré
1783,0,0,0,Moyenne,Rarement,3,Risque modéré
1784,0,0,1,Moyenne,Rarement,6,Risque élevé
1785,1,1,0,Élevée,Régulièrement,5,Risque modéré
1786,0,0,0,Moyenne,Régulièrement,2,Risque faible
1787,0,0,0,Moyenne,Parfois,2,Risque faible
1788,0,0,1,Élevée,Régulièrement,3,Risque modéré
1789,0,0,0,Élevée,Régulièrement,0,Risque faible
1790,0,0,0,Élevée,Régulièrement,2,Risque faible
1791,0,0,1,Élevée,Parfois,3,Risque modéré
1792,0,0,0,Élevée,Rarement,3,Risque modéré
1793,0,0,0,Moyenne,Rarement,3,Risque modéré
1794,0,0,0,Moyenne,Régulièrement,2,Risque faible
1795,1,0,0,Moyenne,Régulièrement,3,Risque modéré
1796,0,1,0,Élevée,Parfois,4,Risque modéré
1797,1,0,0,Moyenne,Régulièrement,3,Risque modéré
1798,0,0,1,Élevée,Rarement,5,Risque modéré
1799,0,0,0,Moyenne,Rarement,4,Risque modéré
1800,0,0,1,Élevée,Intensivement,4,Risque modéré
1801,1,0,0,Moyenne,Intensivement,4,Risque modéré
1802,1,0,1,Faible,Rarement,9,Très haut risque
1803,0,0,0,Élevée,Parfois,1,Risque faible
1804,1,0,0,Faible,Régulièrement,5,Risque modéré
1805,0,0,1,Moyenne,Rarement,6,Risque élevé
1806,0,0,0,Moyenne,Régulièrement,2,Risque faible
1807,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1808,0,0,0,Moyenne,Parfois,2,Risque faible
1809,0,0,1,Moyenne,Jamais,7,Risque élevé
1810,0,0,0,Élevée,Rarement,3,Risque modéré
1811,0,0,0,Faible,Parfois,3,Risque modéré
1812,0,0,0,Élevée,Rarement,1,Risque faible
1813,0,0,0,Élevée,Régulièrement,1,Risque faible
1814,0,0,0,Élevée,Parfois,0,Risque faible
1815,1,0,1,Faible,Régulièrement,8,Risque élevé
1816,0,1,0,Faible,Régulièrement,6,Risque élevé
1817,1,0,1,Moyenne,Parfois,6,Risque élevé
1818,0,0,1,Moyenne,Rarement,6,Risque élevé
1819,0,0,0,Moyenne,Régulièrement,2,Risque faible
1820,0,0,0,Élevée,Intensivement,0,Risque faible
1821,0,0,1,Faible,Parfois,6,Risque élevé
1822,1,0,0,Faible,Intensivement,4,Risque modéré
1823,0,0,0,Élevée,Parfois,0,Risque faible
1824,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1825,0,0,1,Faible,Parfois,6,Risque élevé
1826,0,0,1,Moyenne,Parfois,5,Risque modéré
1827,0,0,1,Élevée,Parfois,3,Risque modéré
1828,1,0,0,Moyenne,Rarement,6,Risque élevé
1829,0,0,0,Moyenne,Régulièrement,2,Risque faible
1830,0,0,1,Élevée,Régulièrement,3,Risque modéré
1831,0,0,1,Élevée,Régulièrement,4,Risque modéré
1832,0,0,0,Faible,Parfois,4,Risque modéré
1833,0,0,0,Moyenne,Intensivement,2,Risque faible
1834,0,0,0,Moyenne,Régulièrement,2,Risque faible
1835,0,0,0,Moyenne,Régulièrement,1,Risque faible
1836,0,0,0,Moyenne,Régulièrement,2,Risque faible
1837,1,0,0,Moyenne,Parfois,4,Risque modéré
1838,0,0,0,Élevée,Intensivement,1,Risque faible
1839,0,0,0,Élevée,Régulièrement,1,Risque faible
1840,0,0,0,Moyenne,Intensivement,2,Risque faible
1841,0,0,0,Élevée,Parfois,1,Risque faible
1842,0,0,0,Moyenne,Parfois,2,Risque faible
1843,0,0,0,Élevée,Rarement,2,Risque faible
1844,0,0,0,Élevée,Régulièrement,1,Risque faible
1845,0,0,0,Élevée,Parfois,1,Risque faible
1846,0,0,0,Faible,Parfois,4,Risque modéré
1847,1,0,0,Moyenne,Intensivement,3,Risque modéré
1848,0,0,0,Moyenne,Régulièrement,2,Risque faible
1849,0,0,1,Élevée,Parfois,4,Risque modéré
1850,1,0,0,Faible,Parfois,4,Risque modéré
1851,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1852,0,0,1,Élevée,Régulièrement,3,Risque modéré
1853,0,0,0,Moyenne,Parfois,1,Risque faible
1854,0,1,0,Moyenne,Régulièrement,4,Risque modéré
1855,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1856,0,0,0,Moyenne,Parfois,2,Risque faible
1857,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1858,0,0,0,Élevée,Régulièrement,0,Risque faible
1859,0,0,0,Moyenne,Intensivement,2,Risque faible
1860,0,0,0,Faible,Parfois,3,Risque modéré
1861,0,0,0,Élevée,Rarement,2,Risque faible
1862,0,0,1,Élevée,Jamais,6,Risque élevé
1863,0,0,0,Moyenne,Intensivement,1,Risque faible
1864,0,0,0,Moyenne,Régulièrement,2,Risque faible
1865,0,0,0,Moyenne,Parfois,3,Risque modéré
1866,0,0,0,Moyenne,Intensivement,2,Risque faible
1867,0,0,0,Faible,Parfois,3,Risque modéré
1868,0,0,1,Faible,Régulièrement,5,Risque modéré
1869,0,0,0,Élevée,Parfois,1,Risque faible
1870,0,0,0,Élevée,Régulièrement,1,Risque faible
1871,0,0,0,Élevée,Jamais,2,Risque faible
1872,0,0,0,Moyenne,Intensivement,2,Risque faible
1873,1,0,0,Faible,Régulièrement,5,Risque modéré
1874,0,0,1,Moyenne,Intensivement,4,Risque modéré
1875,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1876,0,0,0,Élevée,Régulièrement,0,Risque faible
1877,0,0,0,Élevée,Rarement,1,Risque faible
1878,0,0,0,Faible,Parfois,3,Risque modéré
1879,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1880,0,0,0,Moyenne,Régulièrement,2,Risque faible
1881,0,0,0,Moyenne,Parfois,3,Risque modéré
1882,0,1,0,Élevée,Régulièrement,4,Risque modéré
1883,0,0,0,Élevée,Intensivement,0,Risque faible
1884,0,0,0,Élevée,Régulièrement,1,Risque faible
1885,0,0,1,Élevée,Intensivement,3,Risque modéré
1886,0,0,0,Moyenne,Rarement,3,Risque modéré
1887,0,1,1,Moyenne,Parfois,7,Risque élevé
1888,0,0,1,Moyenne,Parfois,5,Risque modéré
1889,0,0,0,Élevée,Régulièrement,0,Risque faible
1890,0,0,0,Élevée,Régulièrement,0,Risque faible
1891,0,0,0,Moyenne,Rarement,3,Risque modéré
1892,0,0,1,Élevée,Régulièrement,3,Risque modéré
1893,0,0,0,Faible,Parfois,3,Risque modéré
1894,0,0,1,Élevée,Régulièrement,4,Risque modéré
1895,0,0,1,Moyenne,Parfois,3,Risque modéré
1896,0,0,0,Faible,Rarement,5,Risque modéré
1897,0,0,1,Faible,Parfois,6,Risque élevé
1898,0,0,0,Élevée,Régulièrement,0,Risque faible
1899,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1900,0,0,1,Élevée,Régulièrement,3,Risque modéré
1901,0,0,0,Moyenne,Régulièrement,2,Risque faible
1902,0,0,1,Moyenne,Rarement,6,Risque élevé
1903,0,0,0,Faible,Parfois,3,Risque modéré
1904,0,0,1,Moyenne,Parfois,3,Risque modéré
1905,0,0,0,Élevée,Régulièrement,1,Risque faible
1906,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1907,0,0,0,Moyenne,Parfois,2,Risque faible
1908,0,0,0,Faible,Intensivement,3,Risque modéré
1909,0,0,0,Moyenne,Régulièrement,1,Risque faible
1910,0,0,1,Élevée,Parfois,3,Risque modéré
1911,0,0,0,Faible,Parfois,3,Risque modéré
1912,0,0,0,Moyenne,Parfois,2,Risque faible
1913,0,0,0,Faible,Parfois,3,Risque modéré
1914,0,0,0,Moyenne,Régulièrement,2,Risque faible
1915,1,0,0,Moyenne,Intensivement,4,Risque modéré
1916,0,0,1,Moyenne,Parfois,4,Risque modéré
1917,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1918,1,0,0,Moyenne,Rarement,6,Risque élevé
1919,0,0,0,Élevée,Régulièrement,0,Risque faible
1920,0,0,0,Élevée,Régulièrement,0,Risque faible
1921,1,0,0,Faible,Régulièrement,4,Risque modéré
1922,0,0,0,Élevée,Parfois,1,Risque faible
1923,0,0,0,Élevée,Régulièrement,1,Risque faible
1924,0,0,1,Moyenne,Intensivement,5,Risque modéré
1925,0,0,1,Élevée,Rarement,5,Risque modéré
1926,1,0,1,Faible,Rarement,9,Très haut risque
1927,0,0,1,Moyenne,Régulièrement,4,Risque modéré
1928,0,0,0,Élevée,Régulièrement,1,Risque faible
1929,0,0,1,Moyenne,Rarement,6,Risque élevé
1930,0,0,0,Faible,Régulièrement,3,Risque modéré
1931,0,0,0,Moyenne,Parfois,2,Risque faible
1932,0,0,0,Élevée,Parfois,2,Risque faible
1933,0,0,0,Moyenne,Parfois,2,Risque faible
1934,0,0,0,Faible,Parfois,4,Risque modéré
1935,0,0,0,Moyenne,Intensivement,1,Risque faible
1936,0,0,1,Élevée,Régulièrement,3,Risque modéré
1937,0,0,0,Élevée,Rarement,2,Risque faible
1938,0,0,0,Faible,Intensivement,3,Risque modéré
1939,0,0,0,Moyenne,Rarement,3,Risque modéré
1940,1,0,1,Moyenne,Jamais,9,Très haut risque
1941,0,1,0,Faible,Parfois,6,Risque élevé
1942,1,0,0,Faible,Jamais,8,Risque élevé
1943,0,0,1,Élevée,Intensivement,3,Risque modéré
1944,0,0,0,Faible,Rarement,5,Risque modéré
1945,0,0,0,Élevée,Rarement,2,Risque faible
1946,0,0,1,Faible,Rarement,7,Risque élevé
1947,1,0,0,Faible,Rarement,6,Risque élevé
1948,0,0,1,Moyenne,Parfois,5,Risque modéré
1949,1,0,0,Moyenne,Jamais,6,Risque élevé
1950,0,0,1,Élevée,Rarement,5,Risque modéré
1951,0,0,1,Moyenne,Rarement,6,Risque élevé
1952,0,0,0,Faible,Régulièrement,3,Risque modéré
1953,0,1,0,Moyenne,Jamais,7,Risque élevé
1954,0,0,0,Moyenne,Parfois,1,Risque faible
1955,0,0,1,Faible,Rarement,7,Risque élevé
1956,1,0,0,Faible,Régulièrement,4,Risque modéré
1957,0,0,0,Faible,Parfois,4,Risque modéré
1958,0,0,0,Faible,Régulièrement,2,Risque faible
1959,0,0,0,Moyenne,Régulièrement,2,Risque faible
1960,1,0,0,Moyenne,Régulièrement,4,Risque modéré
1961,0,0,0,Élevée,Rarement,3,Risque modéré
1962,0,0,0,Moyenne,Rarement,3,Risque modéré
1963,0,0,1,Faible,Parfois,5,Risque modéré
1964,0,0,1,Élevée,Parfois,3,Risque modéré
1965,1,0,0,Moyenne,Parfois,4,Risque modéré
1966,0,1,1,Faible,Régulièrement,8,Risque élevé
1967,0,0,0,Élevée,Parfois,1,Risque faible
1968,1,0,0,Moyenne,Régulièrement,3,Risque modéré
1969,0,0,1,Moyenne,Parfois,5,Risque modéré
1970,0,0,0,Moyenne,Régulièrement,2,Risque faible
1971,0,0,1,Moyenne,Parfois,5,Risque modéré
1972,0,0,0,Élevée,Intensivement,2,Risque faible
1973,0,0,1,Élevée,Jamais,6,Risque élevé
1974,0,0,1,Élevée,Régulièrement,2,Risque faible
