id_situation_eco,id_etudiant,mode_vie,a_emploi_remunere,heures_emploi_semaine,type_emploi,beneficie_bourse,montant_bourse_mensuel_fcfa,source_financement_principale,difficultes_financieres_recurrentes,depenses_mensuelles_fcfa
1102,1102,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,101790
1103,1103,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,106593
1104,1104,Cité universitaire,0,0,Aucun,1,29014,Bourse + parents,0,28305
1105,1105,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,37184
1106,1106,Chez les parents,0,0,Aucun,1,30772,Parents + emploi,0,91050
1107,1107,Location seul,0,0,Aucun,0,0,Parents uniquement,1,47513
1108,1108,Location seul,0,0,Aucun,1,38686,Parents uniquement,0,147732
1109,1109,Location seul,0,0,Aucun,1,65475,Emploi rémunéré,0,114968
1110,1110,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,52017
1111,1111,Location colocation,0,0,Aucun,0,0,Autonome,1,51585
1112,1112,Chez les parents,0,0,Aucun,1,68948,Parents uniquement,0,192686
1113,1113,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,49847
1114,1114,Chez un proche,1,10,Emploi formel,0,0,Emploi rémunéré,0,160740
1115,1115,Chez un proche,1,15,Auto-emploi,0,0,Emploi rémunéré,0,31242
1116,1116,Chez les parents,0,0,Aucun,1,45735,Parents uniquement,0,160355
1117,1117,Chez un proche,0,0,Aucun,0,0,Autonome,0,53747
1118,1118,Cité universitaire,1,10,Petits boulots,0,0,Emploi rémunéré,0,52939
1119,1119,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,153583
1120,1120,Location seul,1,5,Auto-emploi,0,0,Parents uniquement,0,106956
1121,1121,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,103364
1122,1122,Cité universitaire,1,15,Commerce informel,0,0,Parents uniquement,0,93582
1123,1123,Chez les parents,0,0,Aucun,1,53461,Parents uniquement,1,34512
1124,1124,Location seul,1,15,Auto-emploi,0,0,Bourse uniquement,0,103192
1125,1125,Cité universitaire,0,0,Aucun,1,60931,Bourse + parents,0,52781
1126,1126,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,31007
1127,1127,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,43911
1128,1128,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,55396
1129,1129,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,99047
1130,1130,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,22750
1131,1131,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,107112
1132,1132,Chez un proche,0,0,Aucun,1,45288,Parents uniquement,1,78845
1133,1133,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,143882
1134,1134,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,95370
1135,1135,Chez un proche,0,0,Aucun,0,0,Autonome,0,107711
1136,1136,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,79832
1137,1137,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,88961
1138,1138,Location seul,0,0,Aucun,1,73993,Autonome,0,61138
1139,1139,Location colocation,0,0,Aucun,1,26823,Emploi rémunéré,0,49315
1140,1140,Chez un proche,1,30,Commerce informel,0,0,Bourse + parents,1,91708
1141,1141,Chez les parents,0,0,Aucun,1,66252,Emploi rémunéré,0,89851
1142,1142,Cité universitaire,1,20,Petits boulots,0,0,Emploi rémunéré,0,62292
1143,1143,Location colocation,1,5,Commerce informel,1,27386,Parents + emploi,0,69908
1144,1144,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,178029
1145,1145,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,194779
1146,1146,Chez les parents,0,0,Aucun,0,0,Autonome,0,52698
1147,1147,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,45916
1148,1148,Chez les parents,1,15,Commerce informel,0,0,Parents + emploi,0,78679
1149,1149,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,58196
1150,1150,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,44434
1151,1151,Cité universitaire,1,10,Emploi formel,0,0,Emploi rémunéré,1,87047
1152,1152,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,93656
1153,1153,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,34005
1154,1154,Location seul,0,0,Aucun,0,0,Parents uniquement,0,148893
1155,1155,Cité universitaire,1,5,Commerce informel,0,0,Bourse uniquement,0,39388
1156,1156,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,130933
1157,1157,Chez les parents,0,0,Aucun,1,49647,Emploi rémunéré,1,94770
1158,1158,Chez un proche,1,10,Emploi formel,0,0,Emploi rémunéré,0,62488
1159,1159,Location seul,0,0,Aucun,0,0,Parents uniquement,0,48488
1160,1160,Location seul,0,0,Aucun,1,55959,Bourse + parents,0,83433
1161,1161,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,88238
1162,1162,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,72472
1163,1163,Location seul,0,0,Aucun,0,0,Bourse uniquement,1,194582
1164,1164,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,59909
1165,1165,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,97682
1166,1166,Chez un proche,1,10,Auto-emploi,0,0,Parents uniquement,0,143480
1167,1167,Location seul,0,0,Aucun,0,0,Emploi rémunéré,0,63936
1168,1168,Location seul,1,15,Emploi formel,0,0,Bourse + parents,1,60709
1169,1169,Cité universitaire,1,1,Emploi formel,0,0,Bourse + parents,0,47293
1170,1170,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,100563
1171,1171,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,62621
1172,1172,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,94837
1173,1173,Location colocation,0,0,Aucun,0,0,Autonome,0,50167
1174,1174,Location colocation,0,0,Aucun,1,62221,Bourse + parents,0,51278
1175,1175,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,64155
1176,1176,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,155333
1177,1177,Location seul,0,0,Aucun,0,0,Parents uniquement,0,58588
1178,1178,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,36026
1179,1179,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,87654
1180,1180,Location seul,1,15,Emploi formel,1,63661,Emploi rémunéré,0,54249
1181,1181,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,50131
1182,1182,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,51733
1183,1183,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,157340
1184,1184,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,108024
1185,1185,Chez les parents,1,20,Commerce informel,0,0,Parents uniquement,0,49589
1186,1186,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,50607
1187,1187,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,43536
1188,1188,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,200155
1189,1189,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,57914
1190,1190,Location seul,1,5,Auto-emploi,0,0,Bourse uniquement,0,54899
1191,1191,Chez un proche,1,10,Commerce informel,0,0,Bourse + parents,0,26965
1192,1192,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,87603
1193,1193,Location colocation,1,30,Commerce informel,0,0,Parents uniquement,0,71312
1194,1194,Cité universitaire,0,0,Aucun,1,75051,Parents uniquement,0,99568
1195,1195,Chez les parents,1,20,Petits boulots,0,0,Emploi rémunéré,0,23824
1196,1196,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,103223
1197,1197,Location seul,0,0,Aucun,0,0,Emploi rémunéré,1,45408
1198,1198,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,107040
1199,1199,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,54603
1200,1200,Cité universitaire,1,10,Emploi formel,0,0,Bourse + parents,1,56777
1201,1201,Cité universitaire,0,0,Aucun,1,53512,Parents uniquement,0,150402
1202,1202,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,100892
1203,1203,Chez les parents,1,20,Commerce informel,0,0,Emploi rémunéré,1,26986
1204,1204,Chez un proche,1,1,Petits boulots,0,0,Bourse + parents,1,52231
1205,1205,Chez un proche,1,5,Petits boulots,0,0,Parents + emploi,0,46623
1206,1206,Cité universitaire,0,0,Aucun,1,27410,Parents uniquement,1,56404
1207,1207,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,113765
1208,1208,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,23283
1209,1209,Chez un proche,1,10,Petits boulots,0,0,Bourse uniquement,1,48599
1210,1210,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,156196
1211,1211,Chez les parents,1,20,Commerce informel,0,0,Parents + emploi,0,59079
1212,1212,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,145863
1213,1213,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,71844
1214,1214,Location colocation,0,0,Aucun,1,20882,Parents uniquement,0,128020
1215,1215,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,57024
1216,1216,Chez un proche,1,10,Auto-emploi,0,0,Parents uniquement,0,99279
1217,1217,Location colocation,0,0,Aucun,1,77462,Bourse + parents,0,49021
1218,1218,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,63786
1219,1219,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,30955
1220,1220,Chez les parents,1,10,Auto-emploi,0,0,Bourse + parents,0,39035
1221,1221,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,99799
1222,1222,Chez un proche,0,0,Aucun,1,27068,Bourse + parents,0,158936
1223,1223,Chez les parents,0,0,Aucun,1,30090,Bourse + parents,0,91551
1224,1224,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,59128
1225,1225,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,23590
1226,1226,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,210013
1227,1227,Location seul,1,10,Auto-emploi,0,0,Parents uniquement,0,45676
1228,1228,Cité universitaire,1,5,Commerce informel,0,0,Parents uniquement,1,26066
1229,1229,Chez les parents,1,10,Auto-emploi,0,0,Parents uniquement,1,174170
1230,1230,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,185457
1231,1231,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,116658
1232,1232,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,84773
1233,1233,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,68349
1234,1234,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,102052
1235,1235,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,30681
1236,1236,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,95259
1237,1237,Location colocation,1,10,Auto-emploi,0,0,Parents + emploi,0,60793
1238,1238,Location seul,0,0,Aucun,0,0,Bourse + parents,0,82911
1239,1239,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,65002
1240,1240,Chez les parents,1,10,Petits boulots,1,62239,Parents uniquement,0,35681
1241,1241,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,34833
1242,1242,Chez les parents,1,5,Petits boulots,0,0,Parents + emploi,0,55083
1243,1243,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,45080
1244,1244,Location seul,0,0,Aucun,0,0,Parents uniquement,0,85945
1245,1245,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,129618
1246,1246,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,85349
1247,1247,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,68047
1248,1248,Cité universitaire,0,0,Aucun,1,31511,Parents uniquement,0,209163
1249,1249,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,69188
1250,1250,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,59177
1251,1251,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,87890
1252,1252,Chez un proche,0,0,Aucun,1,67428,Emploi rémunéré,1,103942
1253,1253,Location seul,0,0,Aucun,0,0,Parents uniquement,0,128549
1254,1254,Chez les parents,0,0,Aucun,1,59872,Bourse uniquement,0,52771
1255,1255,Location seul,0,0,Aucun,0,0,Emploi rémunéré,1,35855
1256,1256,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,59838
1257,1257,Location colocation,1,20,Commerce informel,0,0,Bourse + parents,1,41608
1258,1258,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,200446
1259,1259,Location seul,1,15,Auto-emploi,0,0,Parents uniquement,1,97276
1260,1260,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,126970
1261,1261,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,45886
1262,1262,Location colocation,0,0,Aucun,1,64924,Bourse uniquement,1,63732
1263,1263,Location seul,1,10,Auto-emploi,0,0,Bourse + parents,1,62460
1264,1264,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,45956
1265,1265,Cité universitaire,1,15,Petits boulots,0,0,Bourse uniquement,1,28096
1266,1266,Chez les parents,0,0,Aucun,1,75565,Bourse uniquement,1,68502
1267,1267,Location colocation,1,10,Commerce informel,1,60357,Parents + emploi,0,62019
1268,1268,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,60905
1269,1269,Location colocation,1,1,Commerce informel,0,0,Emploi rémunéré,0,79416
1270,1270,Location seul,0,0,Aucun,0,0,Emploi rémunéré,0,90540
1271,1271,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,55791
1272,1272,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,185731
1273,1273,Chez un proche,1,20,Emploi formel,1,41578,Bourse uniquement,0,48874
1274,1274,Chez un proche,1,15,Petits boulots,0,0,Emploi rémunéré,1,44166
1275,1275,Location colocation,1,10,Emploi formel,0,0,Parents uniquement,1,50096
1276,1276,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,169263
1277,1277,Chez un proche,0,0,Aucun,0,0,Emploi rémunéré,0,89840
1278,1278,Cité universitaire,0,0,Aucun,1,63720,Emploi rémunéré,1,67384
1279,1279,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,67402
1280,1280,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,101247
1281,1281,Location seul,0,0,Aucun,1,72972,Bourse uniquement,0,82387
1282,1282,Location seul,1,20,Auto-emploi,0,0,Bourse + parents,0,82191
1283,1283,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,46721
1284,1284,Location seul,0,0,Aucun,0,0,Bourse + parents,0,215074
1285,1285,Cité universitaire,1,5,Auto-emploi,1,25355,Emploi rémunéré,1,32127
1286,1286,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,78001
1287,1287,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,53630
1288,1288,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,65963
1289,1289,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,135410
1290,1290,Location colocation,0,0,Aucun,1,36422,Bourse + parents,0,98916
1291,1291,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,90298
1292,1292,Location colocation,0,0,Aucun,0,0,Bourse + parents,1,66134
1293,1293,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,196389
1294,1294,Location colocation,0,0,Aucun,1,56205,Parents uniquement,0,86822
1295,1295,Location colocation,1,1,Auto-emploi,0,0,Parents uniquement,1,63255
1296,1296,Chez un proche,0,0,Aucun,1,38655,Parents uniquement,0,52859
1297,1297,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,133564
1298,1298,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,26107
1299,1299,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,57894
1300,1300,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,109377
1301,1301,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,50523
1302,1302,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,106770
1303,1303,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,215264
1304,1304,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,42592
1305,1305,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,70826
1306,1306,Location colocation,0,0,Aucun,1,79942,Emploi rémunéré,0,37188
1307,1307,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,85802
1308,1308,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,53555
1309,1309,Location colocation,1,10,Emploi formel,0,0,Parents uniquement,0,166588
1310,1310,Location seul,0,0,Aucun,0,0,Bourse + parents,0,89587
1311,1311,Location colocation,1,20,Auto-emploi,0,0,Parents + emploi,0,61118
1312,1312,Cité universitaire,0,0,Aucun,1,33663,Bourse uniquement,1,54507
1313,1313,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,36791
1314,1314,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,82742
1315,1315,Chez les parents,0,0,Aucun,1,48388,Parents uniquement,0,44495
1316,1316,Chez les parents,1,20,Petits boulots,0,0,Parents uniquement,0,69695
1317,1317,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,85754
1318,1318,Chez un proche,0,0,Aucun,1,34870,Parents uniquement,0,57319
1319,1319,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,112171
1320,1320,Location colocation,1,1,Auto-emploi,0,0,Parents + emploi,0,76773
1321,1321,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,97066
1322,1322,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,56348
1323,1323,Cité universitaire,1,1,Petits boulots,0,0,Parents + emploi,0,62049
1324,1324,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,70527
1325,1325,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,216984
1326,1326,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,108893
1327,1327,Chez les parents,0,0,Aucun,1,39511,Parents + emploi,0,29231
1328,1328,Location seul,1,15,Petits boulots,1,64308,Bourse + parents,1,30987
1329,1329,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,97678
1330,1330,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,69689
1331,1331,Location colocation,1,15,Auto-emploi,0,0,Emploi rémunéré,1,26306
1332,1332,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,100141
1333,1333,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,183614
1334,1334,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,123547
1335,1335,Location colocation,0,0,Aucun,1,53290,Parents uniquement,0,26747
1336,1336,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,105576
1337,1337,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,47433
1338,1338,Location seul,1,10,Emploi formel,0,0,Parents + emploi,0,167688
1339,1339,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,73570
1340,1340,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,91504
1341,1341,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,96569
1342,1342,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,50017
1343,1343,Location seul,0,0,Aucun,0,0,Bourse + parents,1,103130
1344,1344,Chez les parents,1,20,Emploi formel,0,0,Parents + emploi,0,94461
1345,1345,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,49965
1346,1346,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,26832
1347,1347,Cité universitaire,1,10,Petits boulots,0,0,Parents uniquement,0,128271
1348,1348,Location colocation,1,10,Auto-emploi,1,46678,Parents uniquement,1,24217
1349,1349,Chez les parents,1,20,Auto-emploi,0,0,Parents uniquement,1,89965
1350,1350,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,45511
1351,1351,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,56926
1352,1352,Location colocation,1,40,Petits boulots,0,0,Emploi rémunéré,0,100937
1353,1353,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,126391
1354,1354,Chez les parents,1,5,Emploi formel,0,0,Bourse uniquement,1,31726
1355,1355,Location colocation,0,0,Aucun,1,47507,Bourse + parents,0,51420
1356,1356,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,68320
1357,1357,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,60072
1358,1358,Location colocation,0,0,Aucun,1,79137,Parents uniquement,0,71545
1359,1359,Chez un proche,0,0,Aucun,0,0,Autonome,0,188768
1360,1360,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,84730
1361,1361,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,79926
1362,1362,Chez les parents,0,0,Aucun,1,36617,Parents uniquement,1,29516
1363,1363,Location seul,0,0,Aucun,0,0,Parents + emploi,1,219463
1364,1364,Chez les parents,1,20,Commerce informel,0,0,Bourse + parents,0,100444
1365,1365,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,172782
1366,1366,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,68248
1367,1367,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,97004
1368,1368,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,76011
1369,1369,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,84441
1370,1370,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,69087
1371,1371,Location seul,0,0,Aucun,0,0,Parents uniquement,0,144505
1372,1372,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,87111
1373,1373,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,41631
1374,1374,Location colocation,1,10,Emploi formel,0,0,Parents uniquement,0,55203
1375,1375,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,69726
1376,1376,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,66022
1377,1377,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,70844
1378,1378,Chez les parents,0,0,Aucun,1,55875,Bourse + parents,0,94676
1379,1379,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,187370
1380,1380,Location seul,0,0,Aucun,0,0,Bourse + parents,0,96747
1381,1381,Location seul,0,0,Aucun,0,0,Bourse + parents,0,211951
1382,1382,Cité universitaire,0,0,Aucun,1,61882,Bourse + parents,0,36388
1383,1383,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,47865
1384,1384,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,60841
1385,1385,Location colocation,0,0,Aucun,1,60920,Parents uniquement,0,190905
1386,1386,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,49161
1387,1387,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,79600
1388,1388,Chez un proche,0,0,Aucun,1,42540,Parents + emploi,0,104394
1389,1389,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,119659
1390,1390,Cité universitaire,0,0,Aucun,1,35402,Autonome,0,47194
1391,1391,Cité universitaire,1,20,Emploi formel,0,0,Bourse + parents,0,75467
1392,1392,Location colocation,0,0,Aucun,1,57582,Bourse + parents,0,77739
1393,1393,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,76306
1394,1394,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,58368
1395,1395,Chez un proche,1,5,Emploi formel,0,0,Parents + emploi,0,59474
1396,1396,Chez les parents,0,0,Aucun,1,44981,Emploi rémunéré,0,81368
1397,1397,Chez les parents,1,20,Commerce informel,0,0,Parents + emploi,1,64877
1398,1398,Chez les parents,0,0,Aucun,1,70098,Parents uniquement,0,84670
1399,1399,Location seul,0,0,Aucun,1,76932,Parents + emploi,0,98856
1400,1400,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,46158
1401,1401,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,102747
1402,1402,Cité universitaire,1,20,Commerce informel,1,69692,Parents + emploi,1,95349
1403,1403,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,105571
1404,1404,Location seul,1,10,Commerce informel,0,0,Parents + emploi,0,97650
1405,1405,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,1,54419
1406,1406,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,36678
1407,1407,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,97366
1408,1408,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,109261
1409,1409,Cité universitaire,0,0,Aucun,1,21881,Bourse uniquement,0,203898
1410,1410,Location colocation,0,0,Aucun,1,21199,Parents uniquement,1,136370
1411,1411,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,107208
1412,1412,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,25838
1413,1413,Location colocation,0,0,Aucun,1,27083,Bourse uniquement,0,39659
1414,1414,Location seul,0,0,Aucun,0,0,Parents uniquement,0,47653
1415,1415,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,52941
1416,1416,Location seul,1,20,Petits boulots,0,0,Parents + emploi,0,71053
1417,1417,Location colocation,0,0,Aucun,1,36678,Bourse + parents,0,65477
1418,1418,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,63187
1419,1419,Location seul,1,15,Petits boulots,0,0,Bourse + parents,0,48396
1420,1420,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,77013
1421,1421,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,193763
1422,1422,Location colocation,0,0,Aucun,1,67753,Bourse + parents,0,31746
1423,1423,Cité universitaire,0,0,Aucun,1,40299,Parents + emploi,1,42372
1424,1424,Cité universitaire,1,20,Petits boulots,0,0,Parents + emploi,0,84853
1425,1425,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,27361
1426,1426,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,50585
1427,1427,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,106167
1428,1428,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,62007
1429,1429,Location colocation,1,10,Emploi formel,1,56082,Bourse + parents,0,53586
1430,1430,Chez les parents,0,0,Aucun,1,39603,Parents uniquement,0,64533
1431,1431,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,203508
1432,1432,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,53386
1433,1433,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,55963
1434,1434,Chez un proche,0,0,Aucun,1,26864,Bourse + parents,1,109806
1435,1435,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,60208
1436,1436,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,94656
1437,1437,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,1,35813
1438,1438,Location seul,0,0,Aucun,1,71340,Bourse uniquement,1,29477
1439,1439,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,84552
1440,1440,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,139488
1441,1441,Location seul,0,0,Aucun,1,53545,Parents uniquement,0,51757
1442,1442,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,190837
1443,1443,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,62749
1444,1444,Location colocation,1,15,Commerce informel,0,0,Parents + emploi,0,60616
1445,1445,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,46157
1446,1446,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,49777
1447,1447,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,79247
1448,1448,Location seul,0,0,Aucun,1,26064,Parents uniquement,0,103436
1449,1449,Location seul,0,0,Aucun,0,0,Parents uniquement,0,202652
1450,1450,Cité universitaire,1,10,Petits boulots,0,0,Parents uniquement,1,63454
